,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.62,0.63,0.6,0.96,0.1,0.54,0.78,0.36,0.53,0.67
firebird.csv,0.97,0.26,0.8,0.5,0.62,0.61,0.49,0.57,0.49,0.5
fmri-dmt.csv,0.01,0.03,0.1,0.08,0.0,0.16,0.07,0.0,0.0,0.67
htmlunit.csv,0.08,0.29,0.0,0.38,0.17,0.93,0.18,0.64,0.17,0.5
monetdb.csv,0.61,0.2,0.8,0.35,0.45,0.43,0.36,0.43,0.94,0.33
ontomorphtab.csv,0.46,0.97,0.4,0.65,0.86,0.68,0.73,0.79,0.55,1.0
smarttag.csv,0.2,0.14,0.1,0.21,0.12,0.44,0.2,0.93,0.19,0.5
taokgame.csv,0.44,0.77,1.0,0.3,0.31,0.01,0.31,0.86,0.45,0.0
webdriver.csv,0.26,0.46,0.1,0.48,0.43,0.49,0.96,0.21,0.34,0.33
xbplayer.csv,0.34,0.23,0.3,0.34,0.95,0.41,0.36,0.0,0.19,0.17
