,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.59,0.62,0.62,0.0,0.26,0.51,0.63,0.54,0.47,0.73
firebird.csv,0.01,0.1,0.65,0.4,0.64,0.43,0.3,0.28,0.23,0.53
fmri-dmt.csv,0.01,0.05,0.09,0.03,0.0,0.02,0.07,0.03,0.01,0.0
htmlunit.csv,0.01,0.33,0.2,0.38,0.07,0.0,0.06,0.59,0.08,0.42
monetdb.csv,0.41,0.0,0.34,0.2,0.52,0.14,0.09,0.31,0.0,0.13
ontomorphtab.csv,0.52,0.0,0.67,0.48,0.7,0.67,0.63,0.67,0.57,0.71
smarttag.csv,0.2,0.05,0.24,0.13,0.1,0.19,0.24,0.0,0.18,0.29
taokgame.csv,0.2,0.38,0.0,0.25,0.09,0.02,0.11,0.64,0.16,0.21
webdriver.csv,0.25,0.1,0.26,0.34,0.23,0.39,0.0,0.23,0.29,0.18
xbplayer.csv,0.15,0.1,0.2,0.16,0.0,0.12,0.07,0.1,0.03,0.19
