,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.57,0.63,0.18,0.98,0.11,0.41,0.61,0.25,0.42,0.15
firebird.csv,0.98,0.39,0.23,0.45,0.41,0.48,0.53,0.48,0.49,0.14
fmri-dmt.csv,0.01,0.05,0.11,0.14,0.0,0.27,0.12,0.0,0.0,0.8
htmlunit.csv,0.15,0.38,0.0,0.37,0.25,0.96,0.29,0.39,0.25,0.17
monetdb.csv,0.61,0.33,0.35,0.41,0.35,0.49,0.48,0.38,0.97,0.25
ontomorphtab.csv,0.47,0.99,0.12,0.52,0.51,0.43,0.59,0.43,0.4,0.21
smarttag.csv,0.29,0.24,0.06,0.29,0.18,0.47,0.27,0.96,0.24,0.22
taokgame.csv,0.54,0.77,1.0,0.34,0.41,0.02,0.43,0.47,0.5,0.0
webdriver.csv,0.35,0.6,0.06,0.46,0.44,0.42,0.98,0.23,0.35,0.21
xbplayer.csv,0.46,0.36,0.21,0.42,0.98,0.49,0.49,0.0,0.31,0.11
