,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.53,0.63,0.11,0.99,0.14,0.33,0.51,0.19,0.35,0.08
firebird.csv,0.99,0.82,0.13,0.41,0.31,0.4,0.58,0.42,0.5,0.08
fmri-dmt.csv,0.33,0.5,0.12,0.57,0.0,0.78,0.43,0.0,0.0,1.0
htmlunit.csv,0.88,0.59,0.0,0.36,0.54,1.0,0.73,0.28,0.5,0.1
monetdb.csv,0.62,1.0,0.22,0.5,0.29,0.59,0.76,0.33,1.0,0.2
ontomorphtab.csv,0.49,1.0,0.07,0.43,0.36,0.32,0.49,0.3,0.32,0.12
smarttag.csv,0.52,0.83,0.05,0.48,0.36,0.51,0.41,1.0,0.33,0.14
taokgame.csv,0.7,0.77,1.0,0.4,0.62,0.2,0.7,0.32,0.57,0.0
webdriver.csv,0.53,0.89,0.05,0.44,0.46,0.37,1.0,0.25,0.36,0.15
xbplayer.csv,0.72,0.8,0.16,0.55,1.0,0.61,0.8,0.0,0.75,0.08
