,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.03,0.17,0.75,0.43,0.81,0.46,0.47,1.0,0.4,0.33,0.38,0.94,0.55,0.45
avifile.csv,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.38,0.0,0.2,0.26,0.0,0.0,0.06
delphilhlplib.csv,0.09,0.19,0.82,0.49,0.98,0.28,0.5,0.62,0.3,0.4,0.38,1.0,0.89,0.36
fluidium.csv,0.08,0.29,0.82,0.32,0.8,0.5,0.95,0.61,0.32,0.39,0.4,1.0,0.62,0.36
gnome-jabber.csv,0.0,0.18,0.68,0.31,0.78,0.38,0.3,0.51,0.34,0.35,0.44,0.98,0.64,0.41
ipfilter.csv,0.05,0.2,0.67,0.3,1.0,0.16,0.46,0.48,0.15,0.39,0.37,0.94,1.0,0.4
jparsec.csv,0.07,0.17,0.64,0.31,0.76,0.44,0.42,0.51,0.27,0.98,0.4,0.95,0.72,0.38
loki-lib.csv,0.06,0.15,0.69,0.29,0.63,0.42,0.36,0.57,0.4,0.53,1.0,0.93,0.79,0.43
mumble.csv,0.0,0.35,0.8,0.6,0.7,0.62,0.0,0.7,1.0,0.3,1.0,1.0,0.56,0.5
opengs.csv,0.0,0.27,0.88,0.5,0.74,1.0,0.57,0.5,0.48,0.37,0.75,1.0,0.89,0.45
owfs.csv,0.0,1.0,0.63,0.5,0.75,0.36,0.0,0.38,0.43,0.54,0.67,0.93,0.85,0.33
rectracker.csv,0.08,0.18,1.0,0.32,0.68,0.46,0.46,0.55,0.34,0.42,0.39,0.95,0.71,0.35
rockbox.csv,0.04,0.3,0.5,0.67,1.0,0.39,0.5,0.5,0.48,0.33,0.5,0.93,0.5,0.95
zealos.csv,0.09,0.2,0.77,0.97,0.75,0.38,0.33,0.57,0.32,0.59,0.52,0.95,0.62,0.64
