,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.2,0.36,0.32,0.43,0.42,0.72,0.33,1.0,0.68,0.33,0.38,0.17,0.13,0.47
avifile.csv,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.09,0.17,0.0,0.0,0.05
delphilhlplib.csv,0.6,0.55,0.5,0.7,1.0,0.35,0.67,0.34,0.84,0.84,0.93,0.08,0.17,0.89
fluidium.csv,0.2,0.45,0.25,0.23,0.08,0.57,1.0,0.29,0.32,0.24,0.48,0.24,0.35,0.21
gnome-jabber.csv,0.0,0.91,0.7,1.0,0.66,0.78,0.33,0.71,0.64,0.6,0.62,1.0,0.5,1.0
ipfilter.csv,0.4,1.0,1.0,0.97,0.02,0.06,0.76,0.79,0.32,0.47,0.83,0.87,0.96,0.84
jparsec.csv,1.0,1.0,0.7,1.0,0.89,0.74,0.95,0.97,0.92,0.98,0.86,1.0,0.96,1.0
loki-lib.csv,0.4,0.45,0.68,0.7,0.51,0.57,0.24,0.53,0.88,0.69,0.97,0.28,0.48,0.47
mumble.csv,0.0,0.55,0.14,0.1,0.72,0.24,0.0,0.18,0.96,0.07,0.07,0.13,0.11,0.11
opengs.csv,0.0,0.55,0.38,0.2,0.66,0.96,0.38,0.08,0.4,0.24,0.1,0.08,0.35,0.26
owfs.csv,0.0,1.0,0.43,0.17,0.4,0.19,0.0,0.16,0.24,0.29,0.14,0.14,0.24,0.05
rectracker.csv,1.0,1.0,0.98,0.9,0.6,0.98,1.0,0.87,0.92,0.73,0.97,1.0,1.0,0.89
rockbox.csv,0.2,0.27,0.25,0.2,0.09,0.65,0.33,0.16,0.48,0.38,0.31,0.3,0.26,0.95
zealos.csv,0.6,0.73,0.54,0.97,0.91,0.5,0.48,0.45,0.8,0.49,0.38,0.2,0.28,0.37
