,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.81,0.61,0.66,0.61,0.63,0.69,0.55,0.77,0.82,0.02
geotools.csv,0.97,0.8,0.77,0.97,0.56,0.87,0.06,0.58,0.94,0.77
gephex.csv,0.66,0.79,0.52,0.58,0.75,0.48,0.55,0.07,0.84,0.68
haggle.csv,0.97,0.02,0.81,0.96,0.71,0.97,0.81,0.82,0.87,1.0
java-gnome.csv,0.63,0.72,0.4,0.05,0.68,0.43,0.58,0.49,0.81,0.55
jgnash.csv,0.75,0.77,0.0,0.93,0.83,0.81,0.68,0.84,0.88,0.79
jrdf.csv,0.91,0.88,0.62,0.52,0.88,0.13,0.68,0.89,0.87,0.85
mpqc.csv,0.2,0.73,0.94,0.78,0.68,0.86,0.85,0.81,0.75,0.56
panda3d.csv,1.0,0.81,0.92,0.79,0.12,0.93,0.9,0.82,0.8,0.64
tencompetence.csv,0.56,0.94,0.68,0.6,0.89,0.86,0.83,0.9,0.0,0.99
