,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.46,0.56,0.7,0.5,0.62,0.65,0.65,0.54,0.41,0.98
geotools.csv,0.12,0.34,0.28,0.05,0.68,0.16,0.95,0.59,0.07,0.27
gephex.csv,0.54,0.5,0.68,0.49,0.55,0.62,0.65,0.94,0.36,0.47
haggle.csv,0.12,1.0,0.24,0.11,0.45,0.09,0.24,0.33,0.17,0.0
java-gnome.csv,0.48,0.44,0.7,0.96,0.51,0.64,0.57,0.68,0.29,0.56
jgnash.csv,0.42,0.35,1.0,0.09,0.22,0.24,0.4,0.3,0.17,0.32
jrdf.csv,0.12,0.21,0.48,0.54,0.15,0.89,0.44,0.13,0.2,0.22
mpqc.csv,0.83,0.38,0.19,0.29,0.45,0.43,0.35,0.37,0.53,0.61
panda3d.csv,0.0,0.24,0.1,0.48,0.9,0.09,0.14,0.29,0.32,0.41
tencompetence.csv,0.54,0.11,0.5,0.52,0.18,0.44,0.44,0.13,1.0,0.1
