,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.64,0.41,0.66,0.31,0.53,0.68,0.46,0.68,0.57,0.0
geotools.csv,0.36,0.41,0.14,0.06,0.5,0.12,0.0,0.41,0.08,0.12
gephex.csv,0.48,0.66,0.44,0.12,0.66,0.27,0.46,0.0,0.51,0.38
haggle.csv,0.35,0.02,0.11,0.31,0.4,0.25,0.14,0.41,0.15,0.03
java-gnome.csv,0.31,0.41,0.23,0.0,0.46,0.17,0.36,0.39,0.3,0.29
jgnash.csv,0.45,0.34,0.0,0.0,0.18,0.12,0.23,0.41,0.2,0.32
jrdf.csv,0.15,0.32,0.27,0.12,0.11,0.0,0.32,0.1,0.27,0.24
mpqc.csv,0.0,0.32,0.43,0.19,0.35,0.68,0.52,0.46,0.64,0.41
panda3d.csv,0.07,0.15,0.05,0.62,0.0,0.03,0.17,0.34,0.34,0.03
tencompetence.csv,0.25,0.24,0.43,0.31,0.25,0.85,0.63,0.15,0.0,0.35
