,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.68,0.58,0.87,0.77,0.65,0.68,0.47,0.43,0.98,1.0,0.49,0.64,0.74,0.46,0.54,0.81,0.98,0.41,0.99,0.89
bl-toolkit.csv,0.69,0.87,1.0,1.0,0.83,0.32,0.95,1.04,0.76,1.0,1.0,1.0,0.64,0.83,0.61,1.0,1.0,0.87,1.0,0.92
capcode.csv,0.31,0.87,0.81,0.87,0.8,0.86,0.87,0.82,0.7,0.89,0.93,0.8,0.67,0.87,0.61,0.95,0.67,0.91,0.73,0.9
gebr.csv,0.83,0.84,1.0,0.99,0.83,0.52,0.99,0.81,0.76,0.98,0.4,0.42,1.0,0.95,1.0,1.0,0.88,0.72,0.99,0.95
gpac.csv,0.83,0.81,0.78,0.93,0.87,0.92,0.76,0.87,0.41,0.85,0.83,0.91,0.73,0.84,0.63,0.9,0.84,0.83,0.92,0.96
gretl.csv,0.73,0.6,0.61,0.7,0.88,0.83,0.79,0.62,0.92,0.9,0.49,0.48,0.66,0.44,0.73,0.41,0.76,0.63,0.99,0.82
kindb.csv,0.79,0.65,0.91,0.8,0.68,0.89,0.46,0.44,0.83,0.92,0.86,0.86,0.97,0.58,0.82,0.22,0.99,0.48,0.72,0.72
kowari.csv,0.65,0.78,0.94,0.6,1.01,0.86,0.67,0.62,0.98,0.89,0.83,0.7,0.46,0.69,0.82,0.63,0.88,0.77,0.99,0.72
libtorrent.csv,0.96,0.59,0.96,0.56,0.92,0.36,0.56,0.73,0.79,0.94,0.48,0.55,0.66,0.36,0.68,0.5,0.9,0.6,0.94,0.75
linuxsh.csv,0.92,0.76,0.37,0.67,1.0,0.57,0.63,0.89,0.65,0.75,0.72,0.84,1.0,0.88,0.61,0.94,0.93,0.55,0.69,0.67
lmms.csv,0.64,0.49,0.55,0.51,0.73,0.52,0.62,0.7,0.81,0.59,0.69,0.52,0.54,0.51,0.47,0.37,0.67,0.71,0.82,0.64
lufa-lib.csv,0.74,0.61,0.58,0.39,0.83,0.59,0.79,0.93,0.76,0.81,0.69,0.72,0.75,0.75,0.9,0.72,0.47,0.73,0.75,0.65
mbse.csv,0.59,0.71,0.78,0.51,0.72,0.9,0.6,0.73,0.64,0.4,0.61,0.59,0.69,0.65,0.77,0.65,0.87,0.57,0.67,0.57
mcmc-jags.csv,0.87,0.62,0.86,0.23,0.68,1.0,0.66,0.7,0.96,0.98,0.47,0.51,0.95,0.65,0.77,0.43,0.64,0.75,0.76,0.68
miranda.csv,0.56,0.55,0.83,0.55,0.95,0.92,0.62,0.73,0.82,0.76,1.0,0.82,0.49,0.55,0.92,1.0,0.91,0.54,0.86,0.48
modellus.csv,0.71,0.57,0.55,0.8,1.0,0.46,0.54,0.59,0.47,0.83,0.51,0.48,0.48,0.59,0.31,0.41,0.55,0.46,0.96,0.82
mplayer-ce.csv,0.72,0.61,0.6,0.6,0.64,0.75,0.58,0.39,0.77,0.77,0.5,0.49,0.91,0.5,0.82,0.75,0.65,0.73,0.55,0.59
nicepress.csv,0.79,0.62,0.72,0.97,0.89,0.6,0.31,0.78,0.92,0.99,0.71,0.9,0.69,0.52,0.65,0.73,0.87,0.54,0.97,0.82
sbml.csv,0.67,0.61,1.0,0.7,0.71,0.51,0.55,0.4,0.66,0.6,0.57,0.48,0.82,0.44,0.65,0.46,0.7,0.58,0.75,0.66
scite-ru.csv,0.99,0.78,0.52,0.57,0.62,1.0,0.63,0.6,1.0,0.99,0.63,0.53,1.0,0.64,0.81,0.32,0.67,0.66,0.99,0.83
