,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.62,0.66,0.43,0.31,0.61,0.48,0.61,0.71,0.09,0.0,0.58,0.69,0.64,0.72,0.55,0.54,0.09,0.71,0.05,0.38
bl-toolkit.csv,0.61,0.45,0.0,0.0,0.32,0.78,0.26,0.3,0.59,0.0,0.0,0.0,0.56,0.49,0.58,0.0,0.0,0.4,0.0,0.32
capcode.csv,0.87,0.45,0.53,0.44,0.43,0.44,0.42,0.5,0.5,0.18,0.39,0.49,0.67,0.35,0.69,0.36,0.64,0.39,0.5,0.3
gebr.csv,0.48,0.47,0.0,0.09,0.49,0.69,0.05,0.53,0.6,0.09,0.65,0.75,0.0,0.24,0.0,0.0,0.4,0.63,0.05,0.21
gpac.csv,0.28,0.32,0.31,0.39,0.38,0.1,0.35,0.28,0.73,0.18,0.26,0.34,0.33,0.21,0.55,0.37,0.47,0.24,0.32,0.17
gretl.csv,0.49,0.65,0.61,0.52,0.22,0.5,0.46,0.46,0.32,0.37,0.65,0.71,0.62,0.67,0.61,0.73,0.35,0.65,0.05,0.5
kindb.csv,0.47,0.52,0.11,0.24,0.38,0.17,0.61,0.65,0.24,0.1,0.17,0.17,0.3,0.52,0.3,0.83,0.01,0.59,0.34,0.61
kowari.csv,0.56,0.4,0.11,0.59,0.0,0.17,0.43,0.62,0.02,0.13,0.3,0.43,0.61,0.52,0.34,0.63,0.25,0.39,0.01,0.4
libtorrent.csv,0.17,0.66,0.17,0.71,0.33,0.73,0.65,0.61,0.54,0.24,0.65,0.73,0.67,0.76,0.67,0.82,0.37,0.68,0.24,0.58
linuxsh.csv,0.1,0.29,0.78,0.38,0.0,0.53,0.54,0.13,0.56,0.36,0.34,0.19,0.0,0.15,0.7,0.07,0.09,0.56,0.45,0.43
lmms.csv,0.67,0.67,0.68,0.57,0.37,0.66,0.5,0.35,0.52,0.61,0.37,0.65,0.59,0.59,0.65,0.77,0.65,0.34,0.5,0.55
lufa-lib.csv,0.44,0.52,0.66,0.73,0.28,0.6,0.55,0.31,0.37,0.24,0.41,0.53,0.33,0.39,0.35,0.33,0.67,0.39,0.35,0.58
mbse.csv,0.58,0.43,0.31,0.66,0.63,0.12,0.48,0.48,0.48,0.72,0.49,0.59,0.54,0.5,0.31,0.61,0.44,0.57,0.52,0.65
mcmc-jags.csv,0.43,0.66,0.45,0.81,0.42,0.0,0.66,0.63,0.17,0.13,0.66,0.69,0.21,0.6,0.57,0.71,0.43,0.57,0.58,0.66
miranda.csv,0.59,0.59,0.21,0.52,0.06,0.1,0.48,0.56,0.21,0.29,0.0,0.24,0.6,0.69,0.1,0.0,0.12,0.6,0.17,0.71
modellus.csv,0.37,0.51,0.68,0.24,0.0,0.62,0.63,0.48,0.63,0.49,0.55,0.6,0.6,0.46,0.78,0.69,0.64,0.69,0.17,0.51
mplayer-ce.csv,0.58,0.61,0.61,0.63,0.64,0.57,0.64,0.78,0.56,0.57,0.56,0.58,0.33,0.72,0.52,0.61,0.56,0.61,0.57,0.64
nicepress.csv,0.47,0.54,0.56,0.2,0.17,0.48,0.76,0.44,0.32,0.05,0.62,0.35,0.6,0.57,0.55,0.59,0.33,0.58,0.13,0.5
sbml.csv,0.65,0.67,0.09,0.56,0.59,0.71,0.61,0.74,0.65,0.69,0.49,0.66,0.5,0.65,0.65,0.77,0.63,0.65,0.57,0.61
scite-ru.csv,0.05,0.55,0.73,0.51,0.47,0.0,0.68,0.69,0.0,0.05,0.67,0.57,0.0,0.67,0.52,0.74,0.48,0.66,0.05,0.49
