,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.0,0.65,0.62,0.73,0.17,0.32,0.39,0.86,0.34,0.79,1.0,0.16,0.12,1.0,0.12,0.51,0.96,1.0,0.2
autofac.csv,0.5,0.8,0.0,0.18,0.23,0.5,0.39,0.83,0.09,0.59,0.38,0.28,0.5,0.6,0.36,0.57,0.07,0.59,0.4
avisynth2.csv,0.0,0.18,0.06,0.12,0.02,0.0,0.05,0.03,0.03,0.08,0.0,0.08,0.12,0.03,0.16,0.0,0.11,0.05,0.0
dsworkbench.csv,0.0,0.15,0.31,0.03,0.06,0.0,0.0,0.04,0.03,0.25,0.08,0.04,0.0,0.35,0.24,0.0,0.02,0.07,0.1
exist.csv,0.5,0.78,0.88,0.97,0.65,0.54,0.73,0.8,0.56,0.31,1.0,0.88,0.31,0.94,0.24,0.65,1.0,0.83,1.0
forester-atv.csv,0.5,0.25,0.25,0.3,0.0,0.21,0.12,0.01,0.5,0.09,0.0,0.4,0.0,0.08,0.6,0.04,0.28,0.02,0.5
freelords.csv,0.5,0.92,0.81,0.82,0.73,0.46,0.27,0.67,0.75,0.91,0.54,0.24,0.62,0.69,0.8,0.24,0.5,0.8,0.5
gephex.csv,0.0,0.57,1.0,0.91,0.88,0.46,0.56,0.77,0.41,0.69,0.31,0.92,1.0,0.56,0.4,0.9,0.78,0.32,0.4
google-collections.csv,0.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.8,1.0,1.0,0.96,1.0,1.0,1.0,1.0
java-gnome.csv,0.0,0.42,0.19,0.33,0.17,0.11,0.05,0.44,0.03,0.36,0.15,0.32,0.12,0.21,0.24,0.2,0.26,0.1,0.0
jpaul.csv,0.5,0.57,0.88,0.24,0.23,0.25,0.24,0.4,0.44,0.38,0.31,0.88,0.44,0.56,0.44,0.18,0.3,0.15,0.2
neodatis-odb.csv,1.0,0.78,0.06,0.45,0.1,0.18,0.85,0.23,0.16,0.35,0.62,0.2,0.0,0.65,0.44,0.61,0.07,0.49,0.7
octet.csv,0.0,0.48,0.25,0.64,0.02,0.18,0.54,0.21,0.25,0.8,0.31,0.16,0.12,0.76,0.8,0.16,0.04,0.39,0.5
personalaccess.csv,0.0,0.28,0.44,0.3,0.06,0.04,0.41,0.3,0.34,0.09,0.15,0.4,0.12,0.03,0.32,0.12,0.02,0.17,0.3
pokenetonline.csv,0.0,0.82,0.94,0.79,0.88,0.64,0.8,0.87,0.5,1.0,0.92,0.2,0.62,0.94,0.84,0.92,0.61,0.76,0.5
rcp-company-uibindings.csv,0.0,0.68,0.75,0.33,0.48,0.36,0.34,0.71,0.34,0.26,0.31,0.12,0.25,0.4,0.32,0.51,0.3,0.56,0.0
scenemonitor.csv,0.0,0.52,0.56,0.18,0.25,0.25,0.24,0.29,0.19,0.06,0.46,0.44,0.38,0.0,0.4,0.04,0.33,0.39,0.3
servicestack.csv,0.0,0.22,0.31,0.09,0.0,0.11,0.02,0.13,0.03,0.38,0.38,0.04,0.0,0.31,0.16,0.04,0.2,0.0,0.1
st-filteredstatistics.csv,0.0,0.82,0.62,0.76,0.92,0.75,0.88,0.73,0.66,0.96,0.23,0.8,0.94,0.6,0.56,0.98,0.28,0.59,0.6
