,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.62,0.71,0.64,0.2,0.79,0.58,0.67,0.95,0.83,0.96,0.51,0.69,0.73,0.8,0.75
encog-cs.csv,0.74,0.83,0.71,0.75,0.7,0.53,0.76,0.68,0.48,0.69,0.86,0.86,0.63,0.44,0.77
extprosys.csv,0.66,1.02,0.46,0.86,0.96,0.72,0.67,0.57,0.96,0.96,0.71,0.91,0.93,0.79,0.74
ibatisdb.csv,1.0,0.77,0.72,0.78,0.74,0.63,0.85,0.77,0.67,0.72,0.54,1.01,0.91,0.29,0.62
intact.csv,0.61,1.01,0.81,0.71,0.67,0.49,0.7,0.7,0.5,0.98,0.73,0.77,0.75,0.6,0.87
japano.csv,1.29,1.0,0.77,0.93,0.78,0.87,1.0,0.24,0.96,0.86,0.98,0.9,0.93,0.82,0.72
lockss.csv,1.04,0.81,0.74,0.87,0.89,0.82,0.76,0.69,0.9,0.36,0.5,0.86,0.76,0.61,0.9
ofbiz.csv,1.19,0.6,0.85,0.75,0.78,0.73,0.74,0.67,0.69,0.86,0.85,0.65,0.44,0.75,0.74
officefloor.csv,0.58,0.84,0.91,0.68,0.88,0.66,0.97,1.03,0.68,0.88,0.46,0.97,0.7,0.7,0.91
opennms.csv,0.51,1.14,0.94,0.86,0.41,0.84,0.72,0.86,0.72,0.53,0.73,0.62,0.69,0.79,0.95
rohxel.csv,0.57,0.5,0.8,0.65,0.82,0.62,0.48,0.45,0.73,0.7,0.86,0.64,0.79,0.64,0.9
roolo.csv,1.22,0.74,0.82,0.72,0.83,0.82,0.8,0.79,0.78,0.85,0.9,0.33,0.83,0.75,0.82
sevenupdate.csv,1.0,0.24,1.0,1.0,0.95,1.0,1.0,1.0,0.92,0.79,1.0,1.0,0.9,1.0,1.0
web-cat.csv,0.77,0.55,0.85,0.9,0.87,0.7,1.0,0.95,1.0,0.75,0.92,0.88,0.7,0.81,0.36
