,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.7,0.25,0.31,0.41,0.39,0.42,0.14,0.37,0.96,0.42,0.0,0.52,0.42,0.17,0.05,0.26
beast-mcmc.csv,0.92,0.33,0.28,0.2,0.31,0.34,0.55,0.16,0.56,0.36,0.11,0.31,0.33,0.14,0.32,0.79
bigdata.csv,0.44,0.37,0.62,0.97,0.72,0.32,0.36,1.0,0.04,0.35,0.54,0.63,1.0,0.06,0.91,0.26
cuberok.csv,0.45,0.37,0.33,0.45,0.69,0.43,0.95,0.24,0.32,0.44,0.32,0.35,0.51,0.2,0.32,0.68
exist.csv,0.61,0.51,0.46,0.41,0.31,0.56,0.18,0.41,0.4,0.96,0.25,0.52,0.45,0.31,0.14,0.63
icescrum.csv,0.59,0.39,0.31,0.47,0.39,0.43,0.14,0.27,0.24,0.54,0.18,0.46,0.5,0.2,0.09,1.0
jbasic.csv,0.23,0.14,0.36,0.34,0.06,0.18,0.36,0.97,0.24,0.11,0.04,0.13,0.2,0.03,0.14,0.16
jrefactory.csv,0.45,1.0,0.33,0.38,0.58,0.41,0.09,0.19,0.52,0.36,0.32,0.5,0.34,0.69,0.09,0.68
jsecurity.csv,0.2,0.24,0.9,0.33,0.19,0.23,0.23,0.16,0.16,0.17,0.43,0.24,0.22,0.2,0.05,0.21
libopenmetaverse.csv,0.85,0.9,0.79,0.94,1.0,0.9,0.95,0.92,0.8,0.87,0.96,0.93,0.94,0.89,0.82,0.74
mobicents.csv,0.39,0.63,0.46,0.52,0.44,0.98,0.09,0.78,0.32,0.6,0.04,0.5,0.47,0.17,0.09,0.79
opendvr.csv,0.59,0.53,0.33,0.61,0.5,0.49,0.36,0.68,0.36,0.48,0.5,0.76,0.67,0.06,0.91,0.84
power-architect.csv,0.59,0.63,0.72,0.61,0.83,0.61,0.73,0.35,0.8,0.72,0.75,1.0,0.62,0.11,0.82,1.0
sidekar.csv,0.79,0.59,0.59,0.98,0.5,0.67,0.68,0.52,0.56,0.62,0.64,0.72,0.62,0.57,0.36,0.53
wheat.csv,0.5,0.14,0.21,0.3,0.33,0.39,0.68,0.06,0.48,0.3,0.96,0.35,0.25,0.23,0.68,0.74
wsmt.csv,0.17,0.29,0.05,0.06,0.28,0.15,0.09,0.21,0.2,0.16,0.18,0.13,0.2,0.91,0.32,0.0
