,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.52,0.52,0.72,0.52,0.45,0.5,0.1,0.75,0.46,0.32
fritzing.csv,0.76,0.7,0.75,0.6,0.81,0.75,0.2,0.25,0.71,0.46
jlinalg.csv,0.86,0.32,0.74,0.79,0.52,1.0,0.2,0.95,0.54,0.54
knowledge.csv,0.8,0.9,0.76,0.88,0.84,0.75,0.2,0.65,0.62,0.85
massiv.csv,0.12,0.26,0.32,0.0,0.0,1.0,0.0,0.6,0.0,0.0
multitude.csv,0.88,0.8,0.88,0.86,0.81,0.75,0.6,0.95,0.75,0.63
playerstage.csv,0.62,0.6,0.85,0.72,0.71,0.5,0.1,0.35,0.38,0.43
quarkplusplus.csv,0.78,0.84,0.61,0.55,0.65,0.5,0.1,0.95,0.58,0.71
rtrt-on-gpu.csv,0.52,0.88,0.72,0.86,0.69,0.25,0.7,0.05,0.5,0.65
superwaba.csv,0.04,0.66,0.46,0.16,0.37,0.25,0.1,0.9,0.04,0.15
