,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.0,0.2,0.05,0.08,0.25,0.55,0.2,0.48
apolloplayer.csv,0.75,0.0,0.2,0.22,0.38,0.55,0.1,0.04
k3d.csv,0.04,0.03,0.01,0.11,0.12,0.0,0.1,0.08
redshell.csv,0.85,0.99,0.65,1.0,0.0,0.98,0.98,0.96
rtb-team.csv,0.27,0.34,0.17,0.0,0.25,0.25,0.15,0.35
xreal.csv,0.01,0.08,0.01,0.0,0.0,0.03,0.07,0.0
xstore.csv,0.38,0.42,0.38,0.3,0.38,0.34,0.0,0.41
