,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.97,0.9,0.96,0.67,0.88,0.52,0.72,0.6
apolloplayer.csv,0.5,0.78,0.97,0.88,0.62,0.54,0.77,0.88
k3d.csv,0.94,0.67,0.83,0.64,0.94,0.97,0.83,0.93
redshell.csv,0.43,0.44,0.4,0.38,0.47,0.35,0.48,0.38
rtb-team.csv,0.52,0.44,0.99,0.64,0.57,0.66,0.48,0.53
xreal.csv,0.67,0.86,0.8,0.0,0.83,0.83,0.75,0.8
xstore.csv,0.54,0.44,0.61,0.57,0.57,0.7,0.51,0.59
