,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,1.0,0.18,0.07,0.0,0.4,0.22,0.31,0.1
apolloplayer.csv,0.19,0.98,0.0,0.0,0.65,0.11,0.31,0.0
k3d.csv,0.22,0.07,0.0,0.54,0.17,1.0,0.08,0.0
redshell.csv,0.26,0.38,0.01,0.45,1.0,0.26,0.66,0.06
rtb-team.csv,0.26,0.38,0.0,0.97,0.41,0.22,0.61,0.08
xreal.csv,0.05,0.06,0.0,0.12,0.06,0.06,0.04,1.0
xstore.csv,0.24,0.35,0.0,0.63,0.61,0.2,0.99,0.05
