,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,1.0,0.2,0.04,0.0,0.96,0.14,0.56,0.05
apolloplayer.csv,0.11,1.0,0.0,0.0,0.97,0.07,0.69,0.0
k3d.csv,0.35,0.33,0.0,0.64,0.94,1.0,0.33,0.0
redshell.csv,0.15,0.24,0.0,0.29,1.0,0.15,0.51,0.03
rtb-team.csv,0.19,0.31,0.0,1.0,0.96,0.17,0.79,0.05
xreal.csv,0.33,0.14,0.0,1.0,1.0,0.17,0.25,1.0
xstore.csv,0.16,0.27,0.0,0.52,0.97,0.14,1.0,0.03
