,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.47,0.45,0.48,0.53,0.69,0.65,0.55,0.49,0.59,0.69,0.64,0.96,0.59,0.92,0.56,0.05,0.36,0.7
cornerstone.csv,0.52,0.53,0.42,0.86,0.73,0.68,0.73,0.61,0.6,0.84,0.06,0.49,0.64,0.72,0.91,0.5,0.82,0.65
emeraldemu.csv,0.55,0.61,0.62,0.49,0.63,0.65,0.79,0.04,0.65,0.72,0.75,0.61,0.6,0.69,0.7,0.56,0.33,0.91
grafx2.csv,0.5,0.52,0.47,0.64,0.92,0.75,0.64,0.53,0.68,0.49,0.68,0.59,0.55,0.09,0.56,0.53,0.57,0.67
jahshakafx.csv,0.09,0.78,0.68,0.88,0.84,0.85,0.7,0.65,0.82,0.84,0.84,0.93,0.68,0.75,0.75,0.65,0.76,0.77
maya-work-in-progress.csv,0.53,0.57,0.53,0.6,0.74,0.64,0.63,0.49,0.56,0.06,0.86,0.65,0.62,0.32,0.54,0.6,0.75,0.53
novembre.csv,0.79,0.75,0.58,0.96,0.9,0.91,0.2,0.7,0.91,0.88,0.88,0.95,0.93,0.75,0.91,0.76,0.52,0.96
ns-3.csv,0.55,0.72,0.72,0.65,0.8,0.02,0.87,0.65,0.63,0.61,0.69,0.9,0.61,0.59,0.54,0.65,0.84,0.54
nullc.csv,0.84,0.9,0.91,0.86,0.09,0.8,0.9,0.74,0.88,0.97,0.62,0.77,0.94,0.7,0.52,0.87,0.68,0.6
open-beos.csv,0.47,0.44,0.48,0.81,0.83,0.74,0.5,0.5,0.03,0.57,0.67,0.73,0.59,0.85,0.57,0.44,0.55,0.54
pixel-commandos.csv,0.96,0.9,0.88,0.96,0.92,0.99,0.93,0.9,1.0,1.0,0.98,1.0,0.99,1.0,0.97,0.95,0.0,1.0
planeshift.csv,0.45,0.7,0.84,0.87,0.57,0.66,0.79,0.66,0.72,0.64,0.8,0.6,0.02,0.42,0.72,0.84,0.73,0.75
plee-the-bear.csv,0.87,0.99,0.24,0.92,0.83,0.84,0.68,0.8,0.79,0.85,0.87,1.02,0.85,0.93,0.95,0.98,0.87,0.99
reaper-ecad.csv,0.88,0.83,0.81,0.0,0.95,0.73,0.7,0.78,0.88,0.96,0.85,0.88,0.76,0.97,0.86,0.73,0.83,0.83
sbml.csv,0.43,0.56,0.73,0.68,0.49,0.62,0.75,0.63,0.65,0.46,0.56,0.42,0.54,0.39,0.04,0.67,0.53,0.72
unimrcp.csv,0.56,0.63,0.74,0.76,0.79,0.84,0.75,0.62,0.79,0.79,0.7,0.04,0.71,0.67,0.81,0.59,0.76,0.71
unladen-swallow.csv,0.75,0.33,0.87,0.96,1.01,0.7,0.69,0.87,0.82,0.78,0.78,0.87,0.78,0.64,0.89,0.86,1.01,0.87
zxing.csv,0.62,0.77,0.64,0.56,0.58,0.6,0.5,0.51,0.7,0.67,0.73,0.89,0.6,0.68,0.55,0.65,0.57,0.02
