,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.61,0.7,0.65,0.54,0.37,0.42,0.6,0.64,0.48,0.36,0.42,0.17,0.54,0.3,0.56,0.96,0.75,0.38
cornerstone.csv,0.56,0.58,0.7,0.2,0.32,0.39,0.48,0.53,0.54,0.19,0.95,0.59,0.48,0.33,0.11,0.61,0.29,0.41
emeraldemu.csv,0.68,0.56,0.44,0.75,0.45,0.48,0.31,0.97,0.42,0.57,0.55,0.51,0.65,0.45,0.51,0.56,0.76,0.37
grafx2.csv,0.56,0.57,0.67,0.43,0.28,0.34,0.61,0.55,0.39,0.57,0.54,0.59,0.55,0.93,0.54,0.56,0.53,0.46
jahshakafx.csv,0.93,0.27,0.38,0.15,0.19,0.19,0.37,0.42,0.21,0.19,0.21,0.13,0.39,0.3,0.29,0.43,0.29,0.27
maya-work-in-progress.csv,0.74,0.68,0.75,0.55,0.54,0.62,0.72,0.71,0.67,0.95,0.45,0.71,0.61,0.83,0.71,0.7,0.58,0.69
novembre.csv,0.25,0.29,0.47,0.05,0.12,0.11,0.83,0.35,0.11,0.15,0.15,0.09,0.09,0.3,0.11,0.28,0.55,0.05
ns-3.csv,0.7,0.54,0.64,0.54,0.37,0.99,0.45,0.64,0.64,0.55,0.52,0.32,0.64,0.58,0.65,0.69,0.28,0.68
nullc.csv,0.47,0.4,0.36,0.43,0.98,0.53,0.36,0.59,0.42,0.3,0.53,0.55,0.27,0.51,0.76,0.42,0.62,0.48
open-beos.csv,0.66,0.67,0.63,0.25,0.26,0.39,0.62,0.6,0.98,0.49,0.6,0.58,0.57,0.46,0.56,0.68,0.54,0.6
pixel-commandos.csv,0.05,0.12,0.15,0.05,0.1,0.01,0.09,0.12,0.0,0.0,0.02,0.0,0.01,0.0,0.04,0.06,1.0,0.0
planeshift.csv,0.83,0.65,0.47,0.42,0.57,0.61,0.55,0.67,0.62,0.68,0.53,0.64,1.0,0.75,0.61,0.49,0.59,0.56
plee-the-bear.csv,0.37,0.07,0.8,0.1,0.44,0.47,0.49,0.28,0.43,0.39,0.4,0.33,0.45,0.39,0.37,0.2,0.28,0.22
reaper-ecad.csv,0.4,0.5,0.52,1.0,0.3,0.59,0.56,0.55,0.41,0.17,0.47,0.44,0.58,0.13,0.45,0.58,0.5,0.5
sbml.csv,0.81,0.72,0.6,0.64,0.58,0.58,0.58,0.67,0.63,0.7,0.67,0.73,0.71,0.75,0.97,0.65,0.82,0.51
unimrcp.csv,0.51,0.44,0.31,0.29,0.26,0.2,0.31,0.44,0.25,0.26,0.42,0.97,0.36,0.38,0.24,0.48,0.29,0.35
unladen-swallow.csv,0.34,0.71,0.18,0.05,0.29,0.46,0.43,0.17,0.23,0.26,0.5,0.38,0.46,0.42,0.42,0.26,0.0,0.45
zxing.csv,0.68,0.48,0.67,0.59,0.62,0.57,0.69,0.66,0.53,0.68,0.54,0.13,0.59,0.41,0.62,0.64,0.79,0.98
