,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.67,0.29,0.0,0.19,0.0,0.93,0.58,0.0,0.35,0.5,0.72,0.67,0.38,0.92,0.43,0.88,1.0,0.12
brlcad.csv,0.62,0.4,0.24,0.17,0.6,0.9,0.39,0.61,0.53,0.5,0.88,0.81,0.57,0.95,0.5,0.88,0.9,0.17
genoviz.csv,0.71,0.21,0.0,0.55,0.0,0.78,0.67,1.0,0.63,0.71,1.0,1.0,1.0,1.0,0.89,1.0,0.82,0.62
gnupdate.csv,0.64,0.32,0.21,0.14,0.49,1.0,0.31,0.52,0.37,0.45,0.64,0.66,0.14,0.87,0.53,0.77,0.66,0.08
google-gears.csv,0.67,0.3,0.19,0.14,0.21,0.98,0.29,0.45,0.33,0.39,0.77,0.56,0.24,0.87,0.45,0.75,0.6,0.08
konversation.csv,0.8,0.28,0.29,0.33,0.42,1.0,0.69,0.55,0.48,0.44,0.86,0.61,0.38,0.85,0.48,0.84,0.71,0.07
linux-ntfs.csv,0.74,0.24,0.11,0.08,0.06,0.98,0.34,0.41,0.39,0.43,0.7,0.5,0.22,0.77,0.64,0.77,0.6,0.14
linuxsh.csv,0.67,0.23,0.22,0.1,0.19,1.0,0.38,0.45,0.4,0.52,0.5,0.9,0.25,0.76,0.18,0.95,0.52,0.25
modplug.csv,0.62,0.26,0.17,0.13,0.18,0.98,0.29,0.44,0.41,0.47,0.85,0.6,0.29,0.77,0.5,0.81,0.65,0.1
nativeclient.csv,0.7,0.29,0.2,0.17,0.23,0.97,0.39,0.56,0.46,0.47,0.89,0.61,0.41,0.83,0.52,0.86,0.77,0.11
ogre.csv,0.5,0.24,0.12,0.13,0.22,1.0,0.3,0.37,0.31,0.29,0.73,0.46,0.21,0.76,0.6,0.71,0.59,0.09
openfrag.csv,0.65,0.26,0.2,0.18,0.31,0.89,0.28,0.9,0.38,0.57,0.88,0.79,0.47,0.84,0.47,0.81,0.71,0.08
projecteqemu.csv,0.78,0.26,0.2,0.47,0.19,0.91,0.52,0.58,0.56,0.69,1.0,0.87,0.89,0.91,0.58,1.0,0.76,0.13
qse.csv,0.63,0.31,0.31,0.2,0.67,0.95,0.33,0.82,0.36,0.53,0.64,0.66,0.23,0.85,0.0,1.0,0.68,0.09
sandiaportals.csv,0.63,0.26,0.18,0.21,0.28,0.94,0.34,0.52,0.42,0.59,0.91,0.81,0.47,0.86,0.4,0.93,0.72,0.11
sauerbraten.csv,0.86,0.24,0.17,0.12,0.19,0.98,0.28,0.43,0.36,0.46,0.72,0.55,0.23,0.77,0.47,0.77,0.59,0.02
turbotrader-bos.csv,0.74,0.24,0.33,0.37,0.36,0.89,0.57,0.75,0.6,0.68,0.91,0.79,0.5,0.87,0.45,0.91,0.83,0.12
xapian.csv,0.65,0.22,0.15,0.15,0.23,0.97,0.35,0.55,0.35,0.49,0.81,0.58,0.47,0.74,0.53,0.8,0.59,0.11
