,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.58,0.03,0.0,0.29,0.0,0.2,0.67,0.0,0.45,0.51,0.53,0.32,0.38,0.54,0.51,0.75,0.2,0.18
brlcad.csv,0.75,0.52,0.38,0.2,0.51,0.15,0.53,0.42,0.33,0.31,0.22,0.32,0.24,0.26,0.38,0.67,0.11,0.24
genoviz.csv,0.43,0.09,0.0,0.52,0.0,0.06,0.43,0.25,0.47,0.53,0.41,0.24,0.27,0.17,0.46,0.29,0.3,0.77
gnupdate.csv,0.74,0.46,0.29,0.24,0.62,0.73,0.39,0.47,0.5,0.51,0.56,0.57,0.18,0.78,0.6,0.73,0.5,0.14
google-gears.csv,0.51,0.45,0.28,0.24,0.35,0.78,0.45,0.61,0.48,0.36,0.69,0.69,0.37,0.78,0.55,0.85,0.74,0.14
konversation.csv,0.76,0.29,0.36,0.46,0.53,0.49,0.56,0.6,0.54,0.41,0.47,0.57,0.38,0.59,0.51,0.69,0.31,0.12
linux-ntfs.csv,0.61,0.28,0.14,0.11,0.06,0.86,0.44,0.35,0.41,0.52,0.79,0.41,0.34,0.54,0.67,0.57,0.57,0.25
linuxsh.csv,0.74,0.25,0.33,0.09,0.25,0.09,0.34,0.41,0.41,0.39,0.25,0.42,0.24,0.27,0.14,0.56,0.13,0.31
modplug.csv,0.76,0.41,0.29,0.22,0.3,0.85,0.45,0.61,0.56,0.62,0.83,0.73,0.43,0.79,0.64,0.87,0.75,0.19
nativeclient.csv,0.75,0.44,0.32,0.28,0.36,0.63,0.54,0.67,0.6,0.62,0.79,0.7,0.49,0.81,0.67,0.77,0.71,0.2
ogre.csv,0.13,0.29,0.16,0.23,0.26,0.97,0.41,0.39,0.41,0.33,0.59,0.52,0.31,0.82,0.69,0.69,0.69,0.14
openfrag.csv,0.79,0.39,0.33,0.29,0.45,0.24,0.44,0.4,0.5,0.69,0.74,0.76,0.52,0.6,0.64,0.86,0.55,0.13
projecteqemu.csv,0.78,0.38,0.32,0.52,0.29,0.17,0.55,0.7,0.62,0.72,0.61,0.32,0.46,0.39,0.49,0.53,0.56,0.23
qse.csv,0.62,0.23,0.33,0.32,0.17,0.27,0.09,0.79,0.52,0.59,0.56,0.4,0.3,0.67,0.0,0.07,0.44,0.16
sandiaportals.csv,0.77,0.41,0.31,0.33,0.41,0.24,0.49,0.66,0.55,0.72,0.67,0.75,0.5,0.65,0.49,0.85,0.63,0.2
sauerbraten.csv,0.83,0.39,0.29,0.21,0.32,0.97,0.44,0.6,0.51,0.62,0.83,0.71,0.37,0.85,0.64,0.87,0.74,0.04
turbotrader-bos.csv,0.77,0.27,0.3,0.45,0.38,0.13,0.6,0.76,0.64,0.66,0.68,0.54,0.52,0.36,0.49,0.68,0.32,0.21
xapian.csv,0.48,0.27,0.24,0.26,0.33,0.69,0.49,0.61,0.48,0.6,0.75,0.71,0.56,0.81,0.67,0.51,0.72,0.2
