,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.35,0.4,0.05,0.24,0.17,0.25,0.11,0.52,0.96,0.16,0.11,0.19,0.26,0.16,0.57,0.75
customsagetv.csv,0.05,0.47,0.29,0.0,0.06,0.34,0.55,0.08,0.42,0.34,0.27,0.63,0.51,0.08,0.64,1.0
fluidium.csv,0.27,0.4,0.08,0.32,0.32,0.19,0.25,0.23,0.11,0.13,0.37,0.44,0.25,0.95,0.26,0.56
guineu.csv,1.0,0.42,0.85,0.31,0.24,0.16,0.18,0.45,0.27,0.24,0.53,0.42,0.38,0.38,0.31,0.49
inkscape.csv,0.41,0.41,0.57,0.31,0.33,0.19,0.98,0.36,0.16,0.41,0.32,0.49,0.53,0.51,0.34,0.13
mpqc.csv,0.39,0.18,0.39,0.16,0.05,0.92,0.18,0.39,0.13,0.23,0.77,0.38,0.29,0.5,0.38,0.5
nsis.csv,0.39,0.52,0.86,0.24,0.28,0.25,0.7,0.55,0.44,0.4,1.0,0.8,0.56,0.6,0.71,0.71
octave.csv,0.35,0.35,0.71,0.15,0.95,0.09,0.46,0.32,0.06,0.29,0.28,0.31,0.34,0.36,0.4,0.64
owfs.csv,0.51,0.38,0.29,0.9,0.18,0.07,0.08,0.41,0.48,0.38,0.24,0.15,0.61,0.0,0.44,0.32
owlib.csv,0.56,0.98,0.59,0.33,0.21,0.23,0.53,0.6,0.29,0.4,0.69,0.64,0.66,0.51,0.49,0.64
pamguard.csv,0.37,0.36,0.88,0.31,0.25,0.2,0.45,0.54,0.38,0.26,0.8,0.65,0.58,0.21,0.99,0.56
prelude.csv,0.5,0.57,1.0,0.34,0.3,0.22,0.76,0.6,0.35,0.4,0.9,0.82,0.63,0.52,0.74,0.71
robocode.csv,0.51,0.51,0.35,0.3,0.32,0.24,0.68,1.0,0.29,0.39,0.55,0.69,0.7,0.52,0.64,0.77
uwom-server.csv,0.23,0.21,0.0,0.15,0.0,0.0,0.3,0.35,0.25,0.95,0.13,0.23,0.26,0.33,0.21,0.17
zengine.csv,0.45,0.55,0.88,0.29,0.39,0.26,0.71,0.65,0.46,0.38,0.76,1.0,0.66,0.52,0.78,0.52
zildo.csv,0.5,0.52,0.38,0.5,0.22,0.21,0.51,0.56,0.37,0.34,0.2,0.38,0.94,0.27,0.61,0.21
