,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,97.5,5.5,93.5,68.0,97.5,99.0,276.5,90.5,195.0,98.5,80.5
arsenal-1.csv,99.0,96.5,93.5,205.5,97.5,99.0,668.5,99.0,195.0,98.5,293.5
barracudamvc.csv,192.0,195.0,98.5,196.0,97.5,99.0,376.0,97.5,292.5,97.5,294.5
cascading.csv,99.0,195.0,96.5,196.0,97.5,99.0,376.0,96.5,195.0,97.5,97.5
emisview.csv,97.5,65.5,96.5,500.0,97.5,99.0,188.0,97.5,96.5,98.5,96.5
jitterbit.csv,99.0,195.0,98.5,196.0,94.5,99.0,376.0,98.5,293.5,98.5,196.0
jppf-project.csv,99.0,195.0,96.5,1653.0,95.5,99.0,376.0,99.0,195.0,186.0,97.5
mevenide.csv,99.0,187.0,0.0,73.0,0.0,99.0,167.5,98.5,96.5,184.0,97.5
mycila.csv,99.0,195.0,93.5,196.0,94.5,99.0,188.0,99.0,292.5,97.5,746.0
ontopia.csv,97.5,187.0,89.5,196.0,97.5,99.0,449.5,99.0,93.5,98.5,88.5
trackit.csv,95.5,43.5,182.0,481.0,95.5,99.0,271.5,96.5,89.5,98.5,80.5
