,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.76,0.0,0.88,0.0,0.21
mediaportal.csv,0.89,0.61,1.0,0.33,0.43
poormans.csv,0.91,0.77,0.8,0.27,0.47
smartgwt.csv,0.72,0.56,0.8,0.21,0.26
sqlpower-library.csv,0.87,0.2,0.77,0.19,0.24
