,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.65,0.0,0.33,0.0,1.0
mediaportal.csv,0.12,0.08,0.0,0.25,0.16
poormans.csv,0.12,0.02,0.06,0.43,0.23
smartgwt.csv,0.47,0.17,0.61,0.42,0.47
sqlpower-library.csv,0.29,0.87,0.83,1.0,0.83
