,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.0,0.56,0.0,0.0,0.81,0.0,0.13,0.05
biodwh.csv,0.31,0.46,0.43,0.56,0.46,0.48,0.21,0.77
brlcad.csv,0.72,0.47,0.48,0.69,0.38,0.47,0.44,0.37
critterding.csv,0.53,0.56,0.68,0.64,0.31,0.37,0.43,0.55
jmri.csv,0.05,0.62,0.63,0.48,0.53,0.5,0.19,0.63
nabu-library.csv,0.68,0.36,0.28,0.13,0.45,0.05,0.84,0.0
popeye-chess.csv,0.45,0.62,0.44,0.7,0.64,0.32,0.4,0.37
yarp.csv,0.07,0.45,0.22,0.7,0.29,0.55,0.46,0.46
