,recall,precision,pf,wins
abbot.csv,0.82,0.41,0.71,223
acegisecurity.csv,0.64,0.44,0.48,416
adaptagrams.csv,0.4,0.5,0.22,589
adobe-source.csv,0.5,0.45,0.37,449
adonthell.csv,0.52,0.39,0.47,244
agilitybook.csv,0.41,0.4,0.38,276
aime.csv,0.3,0.34,0.29,220
alembik.csv,0.27,0.55,0.13,608
algebsql.csv,0.38,0.33,0.5,54
alleg.csv,0.49,0.4,0.42,294
alsa.csv,0.67,0.44,0.51,399
amanda.csv,0.53,0.44,0.42,390
ambulant.csv,0.65,0.39,0.63,157
anaxagora.csv,0.62,0.42,0.48,354
apertium.csv,0.36,0.4,0.3,336
apolloplayer.csv,0.57,0.41,0.43,370
applet2app.csv,0.58,0.5,0.35,578
arcallians.csv,0.66,0.44,0.51,384
ardour.csv,0.5,0.51,0.3,588
arianne.csv,0.95,0.38,0.93,56
arm-webradio.csv,0.39,0.4,0.37,271
array4j.csv,0.59,0.36,0.63,90
arsenal-1.csv,0.25,0.47,0.18,499
atlc.csv,0.69,0.38,0.68,127
atomsite.csv,0.72,0.41,0.64,229
atunes.csv,0.61,0.43,0.47,379
auber.csv,0.8,0.41,0.72,188
aubit4gl.csv,0.14,0.4,0.13,374
aufs.csv,0.27,0.32,0.26,206
autofac.csv,0.58,0.45,0.44,429
autoopencas.csv,0.3,0.27,0.45,12
autowikibrowser.csv,0.67,0.46,0.47,479
avifile.csv,0.45,0.36,0.5,126
awemud.csv,0.57,0.45,0.39,481
aztec.csv,0.36,0.5,0.21,573
azureus.csv,0.86,0.39,0.81,118
baadengine.csv,0.89,0.41,0.77,204
bacnet.csv,0.45,0.45,0.32,469
bacula.csv,0.73,0.42,0.59,306
badtrinity-zero.csv,0.44,0.44,0.32,447
badtrinitycore.csv,0.34,0.44,0.25,456
barracudamvc.csv,0.93,0.35,0.97,10
beast-mcmc.csv,0.73,0.45,0.56,402
benojt.csv,1.0,0.38,1.0,28
betoffice.csv,0.71,0.33,0.83,1
bibedt.csv,0.54,0.44,0.39,442
bibletime.csv,0.7,0.43,0.54,362
bigdata.csv,0.43,0.41,0.37,317
biodwh.csv,0.31,0.5,0.16,589
bionote.csv,0.35,0.5,0.19,585
biopax.csv,1.0,0.38,1.0,28
bl-toolkit.csv,0.7,0.38,0.72,94
blogentis.csv,0.52,0.37,0.64,52
bloodycore.csv,0.21,0.4,0.18,369
blue-c.csv,0.76,0.42,0.64,267
bnetd.csv,0.77,0.39,0.7,164
bochs.csv,0.71,0.39,0.62,215
boost-sandbox.csv,0.56,0.38,0.54,175
botsnscouts.csv,0.63,0.46,0.43,491
brlcad.csv,0.28,0.46,0.18,513
bscwweasel.csv,0.27,0.46,0.18,502
buddata-ebxml-registry.csv,0.97,0.38,0.94,58
bullet.csv,0.61,0.39,0.57,192
bulmages.csv,0.18,0.33,0.13,305
bzbyte.csv,0.21,0.08,0.17,25
calcubetimer.csv,0.73,0.4,0.63,236
capcode.csv,0.57,0.38,0.57,152
carabiner.csv,0.69,0.44,0.52,407
chaosrts.csv,0.53,0.42,0.42,354
chaperon.csv,0.41,0.35,0.44,144
checker-framework.csv,0.86,0.38,0.81,112
chipster.csv,0.15,0.38,0.12,366
chrysalis.csv,0.48,0.49,0.29,558
cities3d.csv,0.27,0.38,0.2,366
clamav.csv,0.74,0.41,0.6,289
cleartk.csv,0.73,0.4,0.65,207
cme.csv,0.0,0.0,0.0,3
co-ode-owl-plugins.csv,0.5,0.41,0.45,277
codeblocks.csv,0.63,0.46,0.41,521
codepurge.csv,0.53,0.45,0.41,425
codesmith.csv,0.63,0.37,0.65,107
columba.csv,0.64,0.45,0.45,467
continuum-ide.csv,0.18,0.42,0.16,403
coot.csv,0.5,0.34,0.48,153
cornerstone.csv,0.27,0.52,0.12,602
cortex-vfx.csv,0.39,0.5,0.24,561
crisscross.csv,0.93,0.38,0.9,73
critterding.csv,0.88,0.38,0.85,81
crux-framework.csv,0.28,0.42,0.23,392
ctrlr.csv,0.23,0.28,0.34,62
cubefs.csv,0.54,0.39,0.5,227
cuberok.csv,0.56,0.42,0.45,344
customsagetv.csv,0.15,0.5,0.09,553
customwars.csv,0.53,0.49,0.33,554
dataobjectsdotnet.csv,0.64,0.4,0.54,265
decidr.csv,0.86,0.39,0.81,118
delphilhlplib.csv,0.67,0.43,0.52,362
doomlegacy.csv,0.72,0.45,0.59,339
dsworkbench.csv,0.08,0.33,0.07,300
dvd-create.csv,0.73,0.42,0.6,298
dvt.csv,0.3,0.42,0.24,404
dxengine.csv,0.34,0.38,0.31,278
dynalloy.csv,0.64,0.39,0.6,178
e-bio-flow.csv,0.32,0.47,0.19,538
elateportal.csv,0.57,0.4,0.5,258
electric-core.csv,0.76,0.43,0.6,334
elmo.csv,0.29,0.44,0.23,432
elvishrayrenderer.csv,0.35,0.38,0.33,261
emeraldemu.csv,0.45,0.48,0.3,528
emftriple.csv,0.15,0.27,0.24,92
emisview.csv,0.2,0.44,0.11,508
emite.csv,0.27,0.45,0.19,482
emono.csv,0.69,0.4,0.67,155
empserver.csv,0.76,0.39,0.67,192
empyrean.csv,0.0,0.0,0.0,3
emulemorph.csv,0.02,0.21,0.01,170
encog-cs.csv,0.78,0.37,0.79,72
encog-java.csv,0.08,0.4,0.05,431
enlightenment.csv,1.0,0.38,1.0,28
enzo.csv,0.94,0.38,0.92,59
esmf.csv,0.67,0.42,0.57,281
etherboot.csv,0.46,0.16,0.29,131
etics.csv,0.4,0.53,0.21,603
exl.csv,0.5,0.41,0.46,262
exordium.csv,0.62,0.46,0.44,473
extprosys.csv,0.78,0.38,0.75,115
factor.csv,0.15,0.43,0.09,480
fbmanager.csv,0.01,0.04,0.0,29
fceugc.csv,0.41,0.38,0.4,231
ffigo.csv,0.2,0.38,0.17,338
fido.csv,0.0,0.0,0.0,3
findbugs.csv,0.61,0.43,0.46,394
firebird.csv,0.83,0.43,0.68,292
firebreath.csv,0.55,0.47,0.37,517
fityk.csv,0.65,0.44,0.49,412
fleet-simulator.csv,0.87,0.4,0.78,162
flexpay.csv,0.42,0.38,0.4,238
fltk.csv,0.61,0.44,0.47,398
fluent-nhibernate.csv,0.32,0.5,0.2,555
fluidium.csv,0.02,0.13,0.02,86
flylegacy.csv,0.57,0.43,0.42,418
flylinkdc.csv,0.82,0.39,0.75,149
fm-classic.csv,0.1,0.44,0.07,477
fmri-dmt.csv,0.59,0.33,0.7,15
fontforge.csv,0.92,0.4,0.84,141
forester-atv.csv,0.17,0.4,0.13,409
free-evolution.csv,0.52,0.42,0.42,349
freebios.csv,0.45,0.35,0.51,106
freelords.csv,0.76,0.42,0.63,281
freenet.csv,0.88,0.37,0.87,58
fritzing.csv,0.55,0.47,0.35,532
ftm.csv,0.24,0.6,0.1,618
fulguro.csv,0.55,0.33,0.56,98
fw4spl.csv,0.45,0.45,0.34,444
gabel.csv,0.35,0.54,0.18,604
galaxium.csv,0.6,0.49,0.39,544
gamestone.csv,0.2,0.36,0.2,274
gbif-indexingtoolkit.csv,0.37,0.38,0.4,190
gbif-providertoolkit.csv,0.31,0.4,0.25,359
gdis.csv,0.61,0.41,0.51,295
gebr.csv,0.96,0.39,0.91,86
genecys.csv,0.59,0.38,0.61,133
genoviz.csv,0.1,0.62,0.03,616
geochat.csv,0.41,0.38,0.42,202
geogebra.csv,0.5,0.5,0.29,585
geotools.csv,0.77,0.41,0.67,234
gephex.csv,0.84,0.38,0.84,73
gisgraphy.csv,0.28,0.44,0.2,466
glas.csv,0.64,0.45,0.46,457
glelite.csv,0.92,0.39,0.88,91
gmerlin.csv,0.85,0.33,0.74,117
gnome-jabber.csv,0.63,0.41,0.55,260
gnukeda.csv,0.56,0.38,0.54,175
gnupdate.csv,0.5,0.42,0.43,313
go.csv,0.72,0.43,0.55,371
gogoego.csv,0.71,0.42,0.55,344
google-caja.csv,0.8,0.44,0.61,377
google-collections.csv,1.0,0.37,1.0,18
google-gears.csv,0.73,0.41,0.65,223
google-web-toolkit.csv,0.55,0.45,0.38,478
gpac.csv,0.63,0.38,0.64,128
gpsmid.csv,0.73,0.38,0.73,104
grafx2.csv,0.51,0.46,0.38,463
graphmak.csv,0.5,0.4,0.46,249
gretl.csv,0.68,0.44,0.53,376
growl-for-windows.csv,0.29,0.26,0.12,313
gss.csv,0.79,0.42,0.62,319
gstreamer.csv,0.76,0.4,0.7,171
gtad.csv,0.31,0.56,0.13,614
guineu.csv,0.35,0.34,0.44,97
gwanted.csv,0.4,0.48,0.23,556
gzigzag.csv,0.37,0.54,0.18,611
h2database.csv,0.29,0.56,0.14,613
haggle.csv,0.28,0.43,0.19,465
hannosset.csv,0.17,0.33,0.2,211
haphazard.csv,0.42,0.38,0.42,211
hatari.csv,0.76,0.4,0.68,194
hazelcast.csv,0.69,0.44,0.51,419
heekscad.csv,0.62,0.45,0.46,436
hibernate.csv,0.68,0.46,0.49,464
htmlunit.csv,0.51,0.5,0.29,592
httpcontentparser.csv,0.54,0.4,0.46,286
hydrate.csv,0.22,0.41,0.16,426
hydrogen.csv,1.0,0.37,1.0,18
iaml.csv,0.3,0.41,0.26,352
ibatisdb.csv,0.25,0.43,0.2,427
icescrum.csv,0.43,0.5,0.25,578
ifmo-game-1.csv,0.14,0.39,0.11,386
igarden.csv,0.41,0.5,0.25,565
ikvm.csv,0.52,0.34,0.61,50
ildjit.csv,0.21,0.33,0.26,171
illumination.csv,0.39,0.3,0.4,121
img-browse-sort.csv,0.58,0.48,0.39,526
ingex.csv,0.61,0.38,0.6,148
inkscape.csv,0.8,0.4,0.75,146
intact.csv,0.49,0.42,0.41,332
ipfilter.csv,0.75,0.37,0.76,79
