,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.0,0.32,0.38,0.21,0.0,0.0,0.24,0.05,0.19,0.56,0.14,0.11,0.18,0.02,0.18,0.0
customsagetv.csv,0.12,0.14,0.12,0.0,0.27,0.11,0.07,0.08,0.04,0.11,0.0,0.08,0.04,0.0,0.04,0.07
glas.csv,0.42,0.46,0.38,0.38,0.36,0.44,0.31,0.26,0.5,0.44,0.34,0.41,0.33,0.0,0.53,0.7
intact.csv,0.21,0.79,0.62,0.0,0.73,0.33,0.21,0.15,0.62,0.67,0.3,0.84,0.29,0.05,0.39,1.0
japano.csv,0.88,1.0,0.62,0.86,0.27,0.0,0.9,0.82,0.78,0.89,0.8,0.76,0.83,0.8,0.76,0.93
jas.csv,0.42,0.25,0.25,0.15,0.27,0.11,0.14,0.18,0.12,0.22,0.05,0.16,0.12,0.18,0.0,0.11
lazarus-ccr.csv,0.38,0.0,0.5,0.51,0.18,0.22,0.62,0.39,0.57,0.22,0.11,0.16,0.49,0.47,0.44,0.0
officefloor.csv,0.92,0.64,0.88,0.67,0.91,0.67,0.72,0.81,0.0,0.67,0.55,0.7,0.79,1.0,0.03,0.48
primefaces.csv,0.83,0.18,0.5,0.62,0.55,0.89,0.55,0.66,0.46,0.33,0.59,0.51,0.46,0.35,0.29,0.04
pustefix.csv,0.12,0.11,0.0,0.36,0.55,0.22,0.28,0.0,0.53,0.11,0.34,0.38,0.18,0.13,0.13,0.3
red5.csv,0.5,0.39,0.38,0.44,0.27,0.56,0.0,0.37,0.47,0.67,0.66,0.51,0.49,0.56,0.19,0.56
redshell.csv,1.0,0.39,0.12,0.88,0.09,0.44,0.66,0.74,0.7,1.0,0.5,0.46,0.81,0.96,0.95,0.52
rohxel.csv,1.0,0.86,1.0,0.93,0.0,0.78,0.72,0.89,0.73,0.89,0.73,0.81,0.93,1.0,0.86,0.93
roolo.csv,0.08,0.5,0.0,0.14,0.0,0.11,0.21,0.08,0.2,0.11,0.11,0.0,0.06,0.02,0.25,0.22
toped.csv,0.83,0.32,0.38,0.4,0.09,0.22,0.28,0.18,0.27,0.0,0.27,0.22,0.31,0.07,0.33,0.3
xreal.csv,0.08,0.11,0.0,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
