,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,39.0,0.0,3.0,0.0,23.0,91.0,0.0,0.0
customsagetv.csv,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,49.0,0.0,0.0,56.0,183.0,91.0,2.0,66.0
glas.csv,4.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,106.0,0.0,0.0,0.0,8.0,0.0,7.0,1.0
intact.csv,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,223.0,0.0,1.0,0.0,47.0,3.0,1.0,2.0
japano.csv,7.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,261.0,0.0,0.0,0.0,32.0,6.0,10.0,2.0
jas.csv,7.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,133.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
lazarus-ccr.csv,3.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,142.0,0.0,1.0,0.0,30.0,4.0,0.0,0.0
officefloor.csv,10.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,2.0
primefaces.csv,10.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,118.0,0.0,8.0,0.0,10.0,1.0,5.0,0.0
pustefix.csv,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,183.0,4.0,124.0,3.0
red5.csv,3.0,0.0,0.0,7.0,1.0,0.0,0.0,8.0,48.0,0.0,5.0,2.0,68.0,3.0,7.0,0.0
redshell.csv,10.0,0.0,0.0,6.0,0.0,0.0,1.0,22.0,114.0,0.0,9.0,9.0,22.0,6.0,10.0,0.0
rohxel.csv,13.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,158.0,0.0,0.0,0.0,41.0,6.0,9.0,2.0
roolo.csv,0.0,1.0,0.0,3.0,0.0,0.0,0.0,84.0,154.0,0.0,0.0,0.0,183.0,91.0,25.0,1.0
toped.csv,6.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,51.0,0.0,95.0,0.0,14.0,1.0,25.0,0.0
xreal.csv,49.0,0.0,0.0,102.0,0.0,0.0,0.0,84.0,1376.0,0.0,0.0,56.0,0.0,91.0,124.0,66.0
