,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.38,0.64,0.68,0.71,0.88,0.51,0.48,0.8,0.65,0.42,0.91,0.8,0.74,0.0,0.83,0.67
customsagetv.csv,0.83,0.83,0.96,0.0,0.91,0.92,0.5,0.88,0.98,0.83,0.5,0.67,0.88,0.0,0.88,0.5
glas.csv,0.55,0.7,0.69,0.62,0.69,0.64,0.53,0.61,0.5,0.56,0.92,0.65,0.67,0.62,0.64,0.43
intact.csv,0.73,0.4,0.55,0.72,0.45,0.7,0.74,0.83,0.6,0.42,0.49,0.45,0.74,0.8,0.64,0.33
japano.csv,0.33,0.36,0.49,0.4,0.48,0.49,0.32,0.4,0.44,0.32,0.53,0.47,0.4,0.47,0.55,0.37
jas.csv,0.93,0.9,0.84,0.94,0.85,0.96,0.92,0.93,0.99,0.67,0.83,0.91,0.96,0.95,0.86,0.92
lazarus-ccr.csv,0.42,0.58,0.66,0.62,0.86,0.95,0.47,0.7,0.57,0.62,0.69,0.88,0.67,0.89,0.52,0.8
officefloor.csv,0.37,0.53,0.55,0.5,0.45,0.63,0.5,0.48,0.97,0.34,0.4,0.57,0.41,0.47,0.8,0.63
primefaces.csv,0.4,0.9,0.52,0.42,0.45,0.52,0.41,0.46,0.66,0.52,0.67,0.42,0.52,0.47,0.51,0.42
pustefix.csv,0.88,0.8,0.95,0.71,0.52,0.78,0.84,0.77,0.71,0.9,0.47,0.68,0.97,0.91,0.93,0.94
red5.csv,0.39,0.52,0.59,0.48,0.59,0.48,0.45,0.47,0.43,0.29,0.47,0.42,0.49,0.52,0.83,0.4
redshell.csv,0.32,0.44,0.47,0.35,0.9,0.48,0.41,0.42,0.39,0.32,0.63,0.45,0.37,0.48,0.44,0.35
rohxel.csv,0.33,0.36,0.46,0.34,0.44,0.48,0.35,0.39,0.48,0.31,0.36,0.45,0.38,0.47,0.47,0.34
roolo.csv,0.86,0.43,0.92,0.92,0.8,0.89,0.93,0.8,0.94,0.69,0.91,0.84,0.91,0.0,0.97,0.71
toped.csv,0.33,0.48,0.75,0.59,0.83,0.59,0.68,0.94,0.59,0.33,0.92,0.73,0.8,0.92,0.68,0.55
xreal.csv,0.5,0.8,0.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.95,0.0,0.8,0.5,0.0,0.0
