,avifile.csv,pokeglobal.csv,gogoego.csv,patterntesting.csv,fluidium.csv,qtwin.csv,httpcontentparser.csv
avifile.csv,0.31,0.62,0.28,0.62,0.41,0.0,0.11
fluidium.csv,0.0,0.5,0.42,1.0,0.56,0.0,0.0
gogoego.csv,0.0,0.65,0.37,0.42,0.0,0.01,0.14
httpcontentparser.csv,0.03,0.7,0.28,0.71,0.42,0.0,0.27
patterntesting.csv,0.06,0.59,0.24,0.71,0.43,0.0,0.11
pokeglobal.csv,0.07,0.76,0.33,0.48,0.42,0.0,0.09
qtwin.csv,0.0,0.83,0.3,0.35,0.0,0.03,0.4
