,avifile.csv,pokeglobal.csv,gogoego.csv,patterntesting.csv,fluidium.csv,qtwin.csv,httpcontentparser.csv
avifile.csv,0.48,0.2,0.33,0.56,0.55,0.0,0.19
fluidium.csv,0.0,0.05,0.19,0.06,0.61,0.0,0.0
gogoego.csv,0.0,0.64,0.43,0.56,0.0,0.01,0.21
httpcontentparser.csv,0.05,0.59,0.38,0.27,0.59,0.0,0.41
patterntesting.csv,0.11,0.75,0.38,0.72,0.6,0.01,0.2
pokeglobal.csv,0.12,0.73,0.43,0.47,0.59,0.01,0.17
qtwin.csv,0.0,0.21,0.41,0.36,0.0,0.05,0.16
