,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,558.0,97.5,97.5,1671.0,366.0,285.5,95.5,296.0,491.5,97.5,98.5,96.5
miranda-icq.csv,467.5,97.5,97.5,2031.5,57.5,286.5,98.5,197.5,492.5,98.5,98.5,96.5
pclasses.csv,186.0,97.5,0.0,348.5,186.5,65.0,98.5,98.5,129.5,96.5,274.5,96.5
pfaedit.csv,87.5,97.5,97.5,1064.5,278.5,138.0,98.5,424.0,186.0,99.0,98.5,155.0
rockbox.csv,263.5,97.5,0.0,662.5,657.0,329.0,98.5,87.5,291.0,99.0,98.5,96.5
theresa.csv,633.0,97.5,97.5,474.0,558.0,28.5,95.5,1220.5,1413.5,99.0,98.5,96.5
thrust.csv,400.0,342.0,96.5,0.0,97.5,181.0,97.5,1121.0,392.5,99.0,98.5,91.5
tktoolkit.csv,439.5,779.5,90.5,351.0,654.0,497.0,97.5,552.0,294.5,99.0,98.5,96.5
trinitycore.csv,186.0,636.0,479.0,1109.0,61.5,285.5,98.5,197.0,294.5,98.5,196.5,96.5
tzod.csv,848.5,97.5,94.5,1792.5,557.0,93.5,95.5,197.0,293.5,98.5,98.5,96.5
yaprm.csv,680.0,259.5,0.0,675.5,39.5,443.5,98.5,838.5,144.0,99.0,98.5,96.5
