,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.5,0.3,0.39,0.42,0.2,0.28,0.07,0.26,0.02,0.03,0.69,0.56,0.28,0.42,0.11,0.62,0.5
emeraldemu.csv,0.86,0.65,0.85,1.0,0.14,0.16,0.4,0.68,0.32,0.69,0.63,0.11,0.31,0.16,0.54,0.18,0.75
grafx2.csv,0.92,0.76,0.67,0.96,0.38,0.43,0.73,0.61,0.57,0.72,0.67,0.74,0.59,0.72,0.83,0.85,0.75
jahshakafx.csv,0.84,0.63,0.79,0.38,0.36,0.2,0.47,0.81,0.57,0.47,0.67,0.41,0.66,0.7,0.7,0.74,0.75
kindb.csv,0.86,0.63,0.88,0.5,0.6,0.39,0.8,0.8,0.74,0.53,0.78,0.15,0.79,0.4,0.53,0.82,1.0
maya-work-in-progress.csv,0.96,0.9,0.79,0.79,0.96,0.57,0.93,0.91,0.85,0.72,0.98,0.89,0.82,0.81,0.8,0.79,0.75
novembre.csv,0.63,0.59,0.21,0.33,0.18,0.28,0.73,0.47,0.62,0.44,0.47,0.74,0.23,0.4,0.66,0.59,0.75
ns-3.csv,0.64,0.64,0.06,0.42,0.3,0.72,0.93,0.4,0.54,0.34,0.49,1.0,0.84,0.84,0.62,0.88,0.75
nullc.csv,0.73,0.99,1.0,1.0,0.66,0.39,0.73,0.64,0.53,0.16,0.73,0.37,0.67,0.6,0.62,0.53,0.75
open-beos.csv,0.89,0.85,0.76,0.83,0.46,0.43,0.73,0.8,0.61,0.41,0.29,0.96,0.65,0.95,0.75,1.0,0.75
pixel-commandos.csv,0.04,0.57,0.27,0.5,0.18,0.14,0.27,0.16,0.13,0.06,0.06,0.0,0.16,0.4,0.42,0.32,1.0
planeshift.csv,0.98,0.99,0.88,0.96,0.74,0.7,0.73,0.84,0.81,0.72,0.67,0.89,0.71,0.72,0.83,0.91,0.75
plee-the-bear.csv,0.82,0.4,0.76,0.04,0.52,0.53,0.53,0.61,0.68,0.66,0.59,0.56,0.61,0.6,0.45,0.62,1.0
reaper-ecad.csv,0.52,0.27,0.39,0.75,0.24,0.03,0.07,0.37,0.15,0.03,0.27,0.0,0.28,0.0,0.28,0.18,0.5
sbml.csv,0.85,0.78,0.88,1.0,0.54,0.61,0.87,0.97,0.75,0.88,0.94,0.93,0.83,0.7,0.79,0.97,1.0
unimrcp.csv,0.84,0.74,0.64,0.88,0.38,0.45,0.73,0.6,0.43,0.72,0.8,0.7,0.59,0.63,0.57,0.74,0.75
unladen-swallow.csv,0.24,0.47,0.45,0.08,0.2,0.3,0.53,0.46,0.42,0.38,0.29,0.78,0.4,0.56,0.21,0.5,0.5
