,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,1004.0,198.0,393.5,98.5,98.5,1280.0,99.0,98.5,99.0,194.0,98.5,98.5,197.5,1235.0
cubefs.csv,242.5,196.5,269.5,98.5,93.5,1083.0,99.0,196.0,92.5,191.0,98.5,98.5,197.5,956.5
gisgraphy.csv,752.0,365.0,87.5,220.5,96.5,97.5,93.5,196.0,98.5,56.5,97.5,98.5,178.5,74.5
iaml.csv,702.5,198.0,371.0,98.5,98.5,786.5,193.0,94.5,75.5,89.5,95.5,224.5,50.5,525.0
ivatamasks.csv,825.5,98.5,294.0,98.5,98.5,1376.5,99.0,197.0,87.5,191.0,98.5,98.5,95.5,1152.5
kolmafia.csv,915.5,198.0,393.5,98.5,98.5,1085.0,99.0,196.0,97.5,194.0,98.5,98.5,95.5,1235.0
ogrehg.csv,909.5,198.0,295.0,98.5,98.5,97.5,93.5,197.0,97.5,194.0,95.5,98.5,194.5,767.5
olex2.csv,743.5,198.0,270.5,98.5,98.5,95.5,430.5,196.0,45.5,191.0,95.5,98.5,194.5,1034.0
openwbem.csv,554.0,98.5,393.5,98.5,93.5,490.5,99.0,197.0,97.5,191.0,98.5,98.5,92.5,885.0
oppna-program-hsatools.csv,715.0,198.0,393.5,98.5,98.5,1377.5,99.0,98.5,97.5,194.0,98.5,98.5,194.5,1235.0
orc.csv,117.0,197.5,295.0,98.5,98.5,192.0,98.5,197.0,60.5,191.0,93.5,97.5,0.0,693.0
ta3d.csv,181.0,98.5,453.0,98.5,93.5,87.5,99.0,91.5,82.5,86.5,192.0,92.5,194.5,618.5
umber.csv,267.5,198.0,393.5,98.5,98.5,588.0,99.0,197.0,99.0,194.0,98.5,98.5,95.5,1136.5
xcmetadataservicestoolkit.csv,452.5,99.0,392.5,98.5,98.5,985.5,99.0,88.5,97.5,194.0,98.5,98.5,197.5,1235.0
