,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.44,0.86,0.48,0.3,0.68,0.5,0.91,0.88,0.43,0.76,0.62,0.0,0.46,0.36,0.65,0.83,0.95
bionote.csv,0.36,0.86,0.9,0.36,0.5,0.69,0.52,0.42,0.83,0.84,0.92,0.54,0.53,0.44,0.61,0.86,0.78
bullet.csv,0.37,0.5,0.37,0.29,0.39,0.44,0.38,0.39,0.43,0.38,0.57,0.43,0.38,0.53,0.43,0.48,0.52
dxengine.csv,0.88,0.92,0.75,0.36,0.39,0.88,0.52,0.62,0.67,0.69,0.67,0.75,0.8,0.75,0.91,0.83,0.58
emono.csv,0.53,0.91,0.5,0.29,0.57,0.45,0.43,0.62,0.49,0.43,0.45,0.65,0.58,0.65,0.42,0.39,0.55
findbugs.csv,0.95,0.59,0.42,0.31,0.42,0.48,0.34,0.36,0.71,0.37,0.61,0.43,0.51,0.58,0.63,0.37,0.43
hazelcast.csv,0.31,0.33,0.29,0.27,0.38,0.33,0.32,0.36,0.33,0.3,0.39,0.48,0.36,0.3,0.28,0.31,0.42
jedit.csv,0.43,0.39,0.31,0.27,0.42,0.4,0.38,0.4,0.33,0.34,0.41,0.41,0.36,0.35,0.32,0.32,0.43
jmonkeyengine.csv,0.92,0.39,0.68,0.48,0.41,0.95,0.47,0.42,0.54,0.48,0.53,0.4,0.51,0.92,0.71,0.5,0.45
kolmafia.csv,0.32,0.34,0.31,0.26,0.37,0.33,0.33,0.39,0.35,0.3,0.41,0.49,0.37,0.37,0.3,0.42,0.41
lamp.csv,0.41,0.63,0.38,0.38,0.41,0.35,0.4,0.4,0.34,0.41,0.69,0.57,0.5,0.35,0.35,0.55,0.43
lcfizvtop.csv,0.33,0.35,0.31,0.31,0.53,0.34,0.59,0.57,0.32,0.33,0.65,0.67,0.34,0.32,0.31,0.4,0.41
onotoa.csv,0.48,0.59,0.65,0.7,0.7,0.42,0.67,0.74,0.51,0.47,0.52,0.52,0.42,0.7,0.51,0.4,0.75
openintents.csv,0.39,0.44,0.41,0.46,0.73,0.44,0.59,0.73,0.37,0.6,0.63,0.48,0.43,0.42,0.33,0.41,0.79
qlc.csv,0.6,0.48,0.47,0.28,0.46,0.4,0.44,0.4,0.52,0.31,0.79,0.5,0.5,0.35,0.34,0.45,0.47
triplea.csv,0.43,0.42,0.48,0.28,0.36,0.4,0.34,0.49,0.42,0.49,0.45,0.5,0.41,0.37,0.5,0.39,0.55
