,f1,g,recall,precision,pf,wins
apertium.csv,0.31,0.38,0.33,0.62,0.19,6
bionote.csv,0.42,0.38,0.33,0.5,0.19,5
bullet.csv,0.54,0.54,0.7,0.43,0.62,8
dxengine.csv,0.22,0.26,0.22,0.58,0.1,2
emono.csv,0.53,0.46,0.74,0.42,0.59,7
findbugs.csv,0.56,0.54,0.62,0.57,0.48,13
hazelcast.csv,0.59,0.63,0.81,0.45,0.62,14
jedit.csv,0.58,0.21,0.98,0.41,0.95,3
jmonkeyengine.csv,0.35,0.39,0.61,0.42,0.65,0
kolmafia.csv,0.57,0.52,0.89,0.42,0.8,9
lamp.csv,0.51,0.56,0.64,0.46,0.48,11
lcfizvtop.csv,0.55,0.58,0.63,0.47,0.55,10
onotoa.csv,0.47,0.43,0.57,0.4,0.69,1
openintents.csv,0.48,0.39,0.65,0.4,0.67,4
qlc.csv,0.52,0.54,0.53,0.5,0.33,12
triplea.csv,0.61,0.64,0.66,0.5,0.43,15
