,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.45,0.79,0.55,0.74,0.53,0.67,0.85,1.0,0.68,0.83,0.25,1.0,0.52,0.59,0.78,0.9,0.88
bionote.csv,0.69,0.86,0.72,0.75,0.6,0.71,0.74,0.63,0.68,0.84,0.77,0.66,0.21,0.62,0.66,0.88,0.83
bullet.csv,0.85,0.5,0.78,0.88,0.65,0.64,0.41,0.68,0.81,0.76,0.73,0.6,0.99,0.71,0.75,0.6,0.63
dxengine.csv,0.92,0.86,0.88,0.77,0.4,0.85,0.69,0.8,0.95,0.75,0.65,0.64,0.77,0.96,0.91,0.9,0.73
emono.csv,0.66,0.82,0.61,0.94,0.81,1.02,0.84,0.46,0.78,0.77,0.94,0.78,0.93,0.68,0.73,1.02,0.5
findbugs.csv,0.72,0.54,0.59,0.93,0.58,0.85,0.61,0.6,0.73,0.82,0.99,0.53,0.75,0.58,0.49,1.04,0.52
hazelcast.csv,0.56,0.58,0.74,0.91,0.69,0.05,0.65,0.6,0.63,0.95,0.48,0.64,0.72,0.7,0.84,0.12,0.89
jedit.csv,0.34,0.83,0.95,1.0,0.98,1.0,0.95,0.85,0.81,1.0,0.97,0.92,0.93,0.62,0.98,1.0,1.0
jmonkeyengine.csv,0.92,0.71,0.81,0.75,0.76,0.97,0.8,0.76,0.47,0.81,0.93,0.93,0.61,0.81,0.76,1.1,0.97
kolmafia.csv,0.87,0.66,0.7,0.97,0.66,0.31,0.68,0.8,0.86,0.95,0.97,0.74,0.85,0.38,0.97,0.55,0.81
lamp.csv,0.36,0.42,0.58,0.72,0.54,0.35,0.67,0.68,0.73,0.72,0.57,0.73,0.35,1.0,0.81,0.66,1.0
lcfizvtop.csv,0.56,0.67,0.64,0.63,0.66,0.42,0.63,0.86,0.67,0.77,0.75,0.34,0.61,0.85,0.85,0.48,0.8
onotoa.csv,0.84,0.95,0.76,0.64,0.96,1.0,0.73,0.79,0.78,0.47,0.9,0.98,0.92,0.9,0.7,1.03,0.62
openintents.csv,0.91,0.93,0.74,0.44,0.92,0.46,0.76,0.84,0.94,0.73,0.78,0.93,0.72,0.87,0.92,1.06,0.77
qlc.csv,0.61,0.61,0.48,0.75,0.65,0.45,0.61,0.59,0.67,0.84,0.73,0.68,0.28,0.64,0.7,0.62,0.59
triplea.csv,0.53,0.52,0.44,0.94,0.47,0.6,0.55,0.53,0.56,0.78,0.57,0.65,0.82,0.64,0.63,0.34,0.56
