,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.46,0.44,0.59,0.5,0.49,0.51,0.88,0.53,0.41
massiv.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.89,0.97,0.86,0.96,0.89,0.99,0.87,0.87,0.71
ngl.csv,0.56,0.43,0.52,0.62,0.5,0.56,0.58,0.52,0.5
nutz.csv,0.68,0.46,0.66,0.5,0.56,0.63,0.81,0.57,0.54
ossim.csv,0.0,0.0,0.92,0.9,0.0,0.5,0.5,0.0,0.5
qmmp.csv,0.62,0.88,0.57,0.51,0.57,0.5,0.53,0.99,0.58
rcp-company-uibindings.csv,0.42,0.38,0.38,0.4,0.43,0.45,0.41,0.45,0.41
v8.csv,0.64,0.42,0.38,0.39,0.44,0.46,0.41,0.45,0.6
