,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.45,0.53,0.38,0.32
n2cms.csv,0.7,0.38,0.29,0.42
nassp.csv,0.36,0.32,0.36,0.6
nug.csv,0.58,0.21,0.74,0.33
