,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.36,0.55,0.79,0.0,0.66,0.68,0.6,0.5,0.39,0.32,0.27,0.63
jaolt.csv,0.54,0.6,0.63,0.06,0.43,0.04,0.68,0.59,0.09,0.43,0.48,0.49
jcl.csv,0.36,0.27,0.42,0.41,0.52,0.68,0.51,0.51,0.77,0.42,0.26,0.51
kmess.csv,0.28,0.62,0.23,0.25,0.72,0.11,0.15,0.62,0.51,0.37,0.62,0.66
ossbuild.csv,0.0,0.44,0.64,0.36,0.49,0.76,0.34,0.44,0.67,0.3,0.76,0.5
qgo.csv,0.65,0.87,0.55,0.25,0.0,0.2,0.6,0.24,0.0,0.63,0.24,0.57
quark.csv,0.0,0.38,0.18,0.06,0.12,0.0,0.05,0.3,0.33,0.13,0.83,0.1
rezilla.csv,0.41,0.7,0.27,0.7,0.0,0.36,0.45,0.34,0.56,0.69,0.62,0.57
rhex.csv,0.87,0.62,0.16,0.0,0.35,0.07,0.5,0.56,0.54,0.37,0.51,0.34
toped.csv,0.0,0.51,0.57,0.2,0.8,0.68,0.51,0.24,0.52,0.39,0.24,0.5
truevision.csv,0.37,0.68,0.36,0.46,0.66,0.04,0.48,0.73,0.54,0.49,0.42,0.64
wxstudio.csv,0.5,0.09,0.22,0.06,0.27,0.25,0.44,0.39,0.09,0.68,0.1,0.3
