,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.71,0.46,0.7,0.36,0.44,0.67,0.46,0.85,0.84,0.73,0.82,0.51
jaolt.csv,0.52,0.36,0.59,0.5,0.43,0.8,0.45,0.32,0.89,0.48,0.67,0.39
jcl.csv,0.65,0.89,0.51,0.65,0.43,0.65,0.43,0.65,0.53,0.66,0.6,0.67
kmess.csv,0.68,0.36,0.95,0.89,0.34,0.88,0.92,0.56,0.55,0.58,0.56,0.46
ossbuild.csv,0.92,0.68,0.6,0.86,0.54,0.99,0.71,0.84,0.83,0.79,0.58,0.57
qgo.csv,0.38,0.43,0.35,0.88,0.3,0.39,0.32,0.38,0.37,0.32,0.34,0.36
quark.csv,0.0,0.6,0.94,0.5,0.83,0.0,0.67,0.94,0.94,0.86,0.61,0.86
rezilla.csv,0.47,0.42,0.46,0.59,0.32,0.44,0.46,0.4,0.46,0.45,0.45,0.42
rhex.csv,0.5,0.34,0.95,0.0,0.53,0.94,0.52,0.34,0.43,0.55,0.49,0.53
toped.csv,0.91,0.49,0.61,0.38,0.41,0.57,0.56,0.97,0.46,0.78,0.36,0.68
truevision.csv,0.53,0.38,0.48,0.75,0.32,0.0,0.47,0.5,0.4,0.5,0.59,0.44
wxstudio.csv,0.67,0.67,0.63,0.0,0.72,0.71,0.55,0.52,0.67,0.47,0.83,0.81
