,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,32.0,5.0,2.0,0.0,0.0,5.0,1.0,3.0,3.0,10.0,10.0,1.0
jaolt.csv,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0
jcl.csv,5.0,2.0,0.0,8.0,0.0,2.0,2.0,21.0,0.0,0.0,11.0,0.0
kmess.csv,28.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,1.0
ossbuild.csv,92.0,5.0,2.0,4.0,0.0,5.0,0.0,6.0,2.0,0.0,3.0,0.0
qgo.csv,14.0,0.0,1.0,2.0,0.0,2.0,3.0,23.0,7.0,2.0,14.0,1.0
quark.csv,92.0,4.0,0.0,0.0,0.0,250.0,0.0,0.0,2.0,1.0,3.0,0.0
rezilla.csv,27.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0,11.0,1.0
rhex.csv,1.0,2.0,1.0,58.0,0.0,8.0,1.0,2.0,6.0,0.0,15.0,0.0
toped.csv,92.0,11.0,2.0,0.0,0.0,5.0,1.0,1.0,7.0,0.0,17.0,1.0
truevision.csv,21.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0
wxstudio.csv,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0
