,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.68,0.99,0.3,0.69,0.65,0.11,0.42,0.06,0.9
gdis.csv,0.7,0.51,0.33,0.59,0.62,0.21,0.41,0.29,0.99
kml.csv,0.61,0.52,0.38,0.43,0.96,0.18,0.48,0.28,0.64
ppcboot.csv,0.63,0.48,0.35,0.92,0.68,0.25,0.41,0.23,0.75
repositorium.csv,0.38,0.3,0.21,0.66,0.37,0.95,0.14,0.36,0.67
rsyslog.csv,0.98,0.48,0.53,0.56,0.71,0.21,0.59,0.31,0.66
ultimairis.csv,0.7,0.4,0.37,0.62,0.61,0.27,0.92,0.27,0.89
wow-qrsk.csv,0.4,0.43,0.97,0.59,0.32,0.0,0.04,0.23,0.25
xbg.csv,0.0,0.0,0.11,0.28,0.17,0.0,0.08,0.86,0.0
