,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.52,0.74,0.52,0.57,0.36,0.86,0.95,0.63,0.36
gdis.csv,0.5,0.39,0.57,0.73,0.35,0.51,0.42,0.45,0.36
kml.csv,0.52,0.44,0.56,0.73,0.48,0.91,0.51,0.5,0.47
ppcboot.csv,0.59,0.45,0.53,0.78,0.44,0.95,0.73,0.47,0.47
repositorium.csv,0.81,0.76,0.96,0.67,0.63,0.9,0.92,0.6,0.49
rsyslog.csv,0.6,0.54,0.55,0.62,0.54,0.94,0.77,0.72,0.41
ultimairis.csv,0.52,0.39,0.5,0.65,0.39,0.47,0.79,0.45,0.36
wow-qrsk.csv,0.89,0.52,0.85,0.77,0.9,0.0,0.8,0.7,0.88
xbg.csv,0.0,0.5,0.98,0.97,0.91,0.0,0.75,0.83,0.0
