,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,1.0,0.0,0.72,1.0,1.0,0.07,0.06,0.47,1.0
gdis.csv,0.38,0.54,0.52,0.3,0.67,0.69,0.72,0.49,0.0
kml.csv,0.33,0.41,0.38,0.38,0.0,0.1,0.37,0.42,0.38
ppcboot.csv,0.71,0.6,0.49,0.04,0.41,0.2,0.25,0.56,0.54
repositorium.csv,0.33,0.22,0.2,0.67,0.56,0.0,0.08,0.27,0.54
rsyslog.csv,0.0,0.32,0.22,0.28,0.1,0.17,0.08,0.25,0.31
ultimairis.csv,0.92,0.9,0.57,0.79,0.95,0.38,0.01,0.67,0.77
wow-qrsk.csv,0.08,0.42,0.0,0.73,0.28,0.0,0.04,0.42,0.0
xbg.csv,0.0,0.02,0.05,0.07,0.18,0.01,0.02,0.0,0.0
