,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.88,0.9,0.86,0.89,1.0,0.13
irrlicht.csv,1.0,0.61,1.0,1.0,1.0,1.0
qedo.csv,0.94,0.83,0.99,0.83,0.29,1.0
qse.csv,0.67,0.72,0.26,0.53,0.9,0.87
toped.csv,0.22,0.72,0.96,0.81,0.68,0.91
truevision.csv,0.46,0.62,0.8,0.33,1.01,0.49
