,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.55,0.19,0.3,1.0
jajuk.csv,1.0,0.24,0.29,0.65
vapor.csv,0.33,0.12,1.0,0.78
zorannt.csv,0.38,1.0,0.13,0.68
