,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.71,0.57,0.72,0.97
jajuk.csv,0.96,0.74,0.56,0.82
vapor.csv,0.43,0.13,0.8,0.14
zorannt.csv,0.34,0.96,0.24,0.34
