,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,6.0,1.0,0.0,0.0,0.0,490.0
flylinkdc.csv,0.0,2.0,0.0,6.0,6.0,293.0
ltp.csv,0.0,0.0,0.0,88.0,3.0,2488.0
pfaedit.csv,3.0,10.0,2.0,0.0,2.0,87.0
powerfolder-.csv,3.0,0.0,1.0,1.0,3.0,52.0
qtwin.csv,135.0,104.0,471.0,88.0,81.0,0.0
