,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.5,0.07,0.41,0.72,0.44,0.53,0.64,0.54,0.51,0.25,0.56,0.16,0.72,0.34,0.75,0.26,0.29,0.92
decidr.csv,0.39,0.1,0.45,0.62,0.26,0.34,0.8,0.54,0.48,0.27,0.54,0.14,0.59,0.27,0.75,0.18,0.27,0.81
doomlegacy.csv,0.63,0.0,0.38,0.83,0.35,0.31,0.5,0.5,0.67,0.31,0.49,0.17,0.6,0.67,0.83,0.09,0.28,1.0
elmo.csv,0.42,0.16,0.53,0.52,0.27,0.24,0.67,0.5,0.65,0.38,0.33,0.2,0.5,0.29,0.74,0.25,0.41,0.83
gpac.csv,0.42,0.07,0.39,0.64,0.23,0.35,0.56,0.75,0.48,0.27,0.46,0.11,0.59,0.27,0.7,0.22,0.29,0.82
illumination.csv,0.0,0.06,0.42,0.55,0.0,0.35,0.62,0.0,0.0,0.26,0.5,0.08,0.58,0.27,0.0,0.64,0.29,0.82
img-browse-sort.csv,0.7,0.08,0.65,0.9,0.58,0.62,0.72,0.68,0.75,0.31,0.65,0.2,0.87,0.59,0.91,0.26,0.75,0.92
ktc.csv,0.69,0.09,0.55,0.78,0.53,0.59,0.74,0.58,0.6,0.33,0.79,0.19,0.86,0.29,0.83,0.23,0.75,0.92
neoengine.csv,0.5,0.07,0.57,0.78,0.36,0.4,0.63,0.55,0.53,0.31,0.49,0.13,0.78,0.3,0.78,0.2,0.46,0.88
nicepress.csv,0.5,0.1,0.39,0.66,0.43,0.68,0.69,0.53,0.48,0.28,0.68,0.2,0.62,0.24,0.89,0.27,0.32,0.97
omseek.csv,0.81,0.0,0.71,0.0,0.77,0.38,0.61,0.5,0.65,0.24,0.63,0.29,0.85,0.29,1.0,0.43,1.0,0.88
pi-qmc.csv,0.41,0.07,0.42,0.67,0.35,0.43,0.68,0.52,0.48,0.29,0.5,0.11,0.72,0.28,0.72,0.21,0.66,0.79
rosegarden.csv,0.58,0.07,0.39,0.87,0.56,0.48,0.55,0.69,0.6,0.36,0.51,0.14,0.67,0.32,0.81,0.16,0.32,0.92
sigil.csv,0.64,0.08,0.57,0.84,0.48,0.51,0.59,0.67,0.74,0.26,0.55,0.17,0.88,0.37,0.88,0.16,0.6,0.91
smarttag.csv,0.45,0.09,0.37,0.6,0.37,0.5,0.65,0.57,0.57,0.36,0.53,0.13,0.82,0.27,0.79,0.25,0.71,0.88
sylpheed-claws.csv,0.42,0.07,0.4,0.61,0.28,0.34,0.59,0.64,0.7,0.27,0.46,0.11,0.6,0.24,0.75,0.21,0.28,0.82
xemeiah.csv,0.59,0.08,0.42,0.95,0.45,0.44,0.58,0.62,0.54,0.28,0.71,0.2,0.76,0.29,0.81,0.13,0.53,0.94
zscreen.csv,0.44,0.11,0.4,0.81,0.34,0.33,0.58,0.55,0.46,0.26,0.54,0.15,0.76,0.26,0.71,0.13,0.5,0.82
