,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.54,1.0,0.87,0.57,0.68,0.47,0.71,1.0,0.97,0.29,0.6,0.82,0.73,0.85,0.72,0.82,0.82,0.71
decidr.csv,0.43,0.8,0.79,0.8,0.69,0.97,0.74,0.98,1.0,0.93,0.97,0.88,0.92,1.0,0.64,0.65,0.95,0.73
doomlegacy.csv,0.63,0.0,0.92,0.11,0.73,0.36,0.61,0.04,0.02,0.64,0.31,0.85,1.0,0.31,0.69,0.06,1.0,0.15
elmo.csv,0.38,0.8,0.18,0.26,0.32,0.22,0.29,0.27,0.36,0.21,0.1,0.24,0.15,0.46,0.57,0.29,0.5,0.15
gpac.csv,0.24,1.0,0.96,1.0,0.39,0.81,0.96,0.68,0.99,1.0,0.96,0.82,0.98,0.92,0.52,1.0,1.0,0.76
illumination.csv,0.0,0.8,0.07,0.61,0.0,0.83,0.02,0.0,0.0,0.64,0.75,0.27,1.0,1.0,0.0,0.82,1.0,0.88
img-browse-sort.csv,0.7,0.4,0.54,0.57,0.59,0.5,0.57,0.41,0.37,0.57,0.6,0.39,0.75,0.77,0.25,0.53,0.27,0.5
ktc.csv,0.72,0.4,0.69,0.15,0.62,0.36,0.46,0.62,0.53,0.36,0.22,0.55,0.58,0.92,0.54,0.35,0.55,0.52
neoengine.csv,0.56,1.0,0.71,0.78,0.51,0.83,0.86,1.0,0.96,0.79,0.28,0.91,0.69,0.92,0.76,0.76,0.86,0.85
nicepress.csv,0.63,1.0,0.96,0.41,0.78,0.78,0.76,0.88,0.97,0.5,0.58,0.48,0.83,0.62,0.31,0.47,0.73,0.53
omseek.csv,0.3,0.0,0.13,0.0,0.19,0.08,0.18,0.02,0.1,0.29,0.25,0.67,0.56,0.62,0.02,0.18,0.18,0.23
pi-qmc.csv,0.42,1.0,0.81,0.74,0.44,0.56,0.55,0.91,0.99,0.43,0.43,0.76,0.56,0.85,0.66,0.82,0.86,0.47
rosegarden.csv,0.83,0.6,0.98,0.43,0.72,0.58,0.73,0.62,0.39,0.29,0.43,0.91,0.92,1.0,0.84,0.18,0.86,0.67
sigil.csv,0.77,0.4,0.68,0.59,0.57,0.61,0.73,0.36,0.38,1.0,0.78,0.61,0.81,0.77,0.45,0.29,0.41,0.65
smarttag.csv,0.73,0.6,0.94,0.54,0.66,0.58,0.49,0.68,0.53,0.57,0.67,0.67,0.52,0.62,0.88,0.76,0.77,0.65
sylpheed-claws.csv,0.96,1.0,0.86,0.91,0.92,1.0,0.91,0.73,0.7,0.93,0.99,1.0,1.0,0.92,0.96,1.0,0.95,1.0
xemeiah.csv,0.6,0.2,0.87,0.41,0.62,0.86,0.93,0.79,0.91,0.86,0.79,0.36,0.75,0.92,0.32,0.12,0.73,0.48
zscreen.csv,0.75,0.2,0.79,0.65,0.78,0.78,0.7,0.91,0.69,0.43,0.88,0.61,0.67,0.85,0.59,0.35,0.23,0.91
