,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.92,0.64,0.71,0.97
pcgen.csv,0.43,0.43,0.44,0.37
selenium.csv,0.41,0.4,0.36,0.38
tolven.csv,0.59,0.61,0.98,0.42
