,recall,precision,pf,pci_20,ifa,wins
abbot.csv,0.88,0.4,0.78,0.42,2.0,158
acdk.csv,0.33,0.58,0.15,0.61,1.0,606
acegisecurity.csv,0.61,0.44,0.46,0.49,2.0,391
adaptagrams.csv,0.31,0.5,0.18,0.65,1.0,583
adobe-source.csv,0.49,0.41,0.42,0.55,2.0,316
adonthell.csv,0.52,0.39,0.48,0.51,2.0,185
agilitybook.csv,0.4,0.45,0.32,0.61,2.0,473
aime.csv,0.21,0.37,0.2,0.81,3.0,482
alembik.csv,0.21,0.55,0.1,0.7,1.0,605
algebsql.csv,0.38,0.33,0.5,0.76,2.0,209
all-plasm.csv,0.33,0.45,0.26,0.75,2.0,571
alleg.csv,0.44,0.41,0.36,0.54,2.0,315
alpine.csv,0.74,0.42,0.61,0.43,2.0,246
alsa.csv,0.67,0.45,0.49,0.45,2.0,392
amanda.csv,0.59,0.47,0.46,0.52,2.0,459
amateur-scrolls.csv,0.25,0.38,0.18,0.72,2.0,469
ambulant.csv,0.58,0.39,0.55,0.56,2.0,239
amygdala.csv,0.39,0.4,0.34,0.62,1.0,379
anaxagora.csv,0.63,0.44,0.48,0.42,2.0,293
apolloplayer.csv,0.57,0.41,0.49,0.5,2.0,260
applet2app.csv,0.58,0.5,0.34,0.46,1.0,533
archive-crawler.csv,0.33,0.49,0.21,0.73,1.0,594
ardour.csv,0.46,0.53,0.27,0.48,1.0,546
arianne.csv,0.95,0.38,0.93,0.41,2.0,51
arm-webradio.csv,0.38,0.39,0.38,0.63,2.0,296
array4j.csv,0.29,0.34,0.33,0.63,3.0,143
arsenal-1.csv,0.09,0.43,0.07,0.8,1.0,560
atlc.csv,0.65,0.39,0.62,0.52,2.0,188
atomsite.csv,0.72,0.44,0.56,0.4,2.0,277
atunes.csv,0.67,0.43,0.52,0.43,2.0,284
auber.csv,0.77,0.42,0.67,0.45,2.0,233
aubit4gl.csv,0.16,0.38,0.16,0.82,2.0,502
autat.csv,0.39,0.48,0.24,0.61,1.0,562
autofac.csv,0.61,0.45,0.46,0.43,1.0,338
autoopencas.csv,0.27,0.29,0.4,0.8,3.0,160
autowikibrowser.csv,0.64,0.46,0.46,0.36,1.0,304
avifile.csv,0.45,0.35,0.53,0.67,2.0,174
avisynth2.csv,0.02,0.25,0.02,0.65,3.0,67
awemud.csv,0.55,0.49,0.35,0.43,1.0,468
azureus.csv,0.83,0.4,0.75,0.4,2.0,116
baadengine.csv,0.96,0.4,0.9,0.38,2.0,81
bacnet.csv,0.45,0.45,0.33,0.57,2.0,467
bacula.csv,0.64,0.44,0.48,0.5,2.0,418
badtrinity-zero.csv,0.43,0.46,0.32,0.57,2.0,475
badtrinitycore.csv,0.3,0.44,0.21,0.62,2.0,478
barracudamvc.csv,0.93,0.36,0.97,0.42,2.0,14
bdbbasic.csv,0.45,0.4,0.38,0.5,2.0,225
beast-mcmc.csv,0.69,0.46,0.51,0.44,1.0,414
benojt.csv,1.0,0.38,1.0,0.39,2.0,24
betoffice.csv,0.71,0.34,0.83,0.51,2.0,11
bibedt.csv,0.6,0.45,0.41,0.5,1.0,471
bibletime.csv,0.68,0.43,0.51,0.4,2.0,272
bigdata.csv,0.53,0.41,0.43,0.52,2.0,311
biodwh.csv,0.27,0.51,0.14,0.7,1.0,597
