,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.63,0.96,0.39,0.36,0.18,0.13,0.12,0.17,0.54
e-bio-flow.csv,0.0,0.09,0.29,0.49,0.43,0.13,0.98,0.18,0.0
jmoney.csv,0.96,0.09,0.17,0.41,0.1,0.07,0.2,0.17,0.15
jmonkeyengine.csv,0.29,0.26,0.22,0.54,0.27,1.0,0.24,0.09,0.0
jsidplay2.csv,0.55,0.18,0.98,0.34,0.37,0.49,0.64,0.42,0.59
matrex.csv,0.75,0.18,0.51,0.36,0.63,0.25,0.23,0.98,0.41
piccolo2d.csv,0.4,0.0,0.12,0.11,1.0,0.2,0.12,0.0,0.0
reaper3d.csv,0.06,0.0,0.24,0.49,0.0,0.2,0.16,0.17,0.9
sblim.csv,0.0,0.05,0.09,1.0,0.27,0.07,0.09,0.09,0.0
