,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.52,0.56,0.64,0.64,0.93,0.92,0.9,0.94,0.77
e-bio-flow.csv,0.67,0.86,0.82,0.84,0.83,0.71,0.62,0.97,0.86
jmoney.csv,0.53,0.75,0.89,0.8,0.86,0.5,0.79,0.91,0.92
jmonkeyengine.csv,0.91,0.91,0.94,0.62,0.94,0.78,0.8,0.91,0.91
jsidplay2.csv,0.48,0.92,0.4,0.6,0.4,0.37,0.47,0.61,0.48
matrex.csv,0.48,0.93,0.47,0.55,0.57,0.69,0.72,0.46,0.61
piccolo2d.csv,0.8,0.0,0.86,0.86,0.92,0.75,0.8,0.0,0.5
reaper3d.csv,0.86,0.0,0.96,0.97,0.95,0.83,0.93,0.97,0.86
sblim.csv,0.0,0.67,0.75,0.77,0.8,0.67,0.83,0.9,0.0
