,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,198.0,294.5,286.5,198.0
jajuk.csv,99.0,295.0,383.5,99.0
vapor.csv,198.0,393.5,375.0,87.5
zorannt.csv,388.0,97.5,189.0,94.5
