,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.76,0.48,0.38,0.45
jajuk.csv,0.17,0.56,0.56,0.63
vapor.csv,0.88,0.96,0.37,0.0
zorannt.csv,0.13,0.23,0.35,0.0
