,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.7,0.81,0.74,0.54,0.58,0.2,0.65,0.23,0.62,0.88,0.67,0.42,0.69,0.51,0.12,0.59,0.67,0.02,0.38,0.56
apertium.csv,0.39,0.37,0.42,0.18,0.39,0.29,0.38,0.2,0.43,0.29,0.0,0.11,0.31,0.7,0.12,0.24,0.23,0.06,0.08,0.34
beast-mcmc.csv,0.0,0.19,0.42,0.66,0.08,0.2,0.25,0.23,0.29,0.09,1.0,0.21,0.27,0.38,0.04,0.19,0.6,0.11,0.32,0.06
bigdata.csv,0.2,0.09,0.29,0.56,0.84,0.63,0.19,0.34,0.3,0.95,0.1,0.21,0.31,0.22,0.42,0.03,0.33,0.36,0.92,0.06
cuberok.csv,0.51,0.25,0.53,0.38,0.26,0.57,0.58,0.0,0.58,0.58,0.43,0.29,0.26,0.69,0.42,0.65,0.47,0.27,0.49,0.47
exist.csv,0.25,0.27,0.26,0.08,0.13,0.17,0.21,0.34,0.23,0.2,0.24,0.29,0.02,0.44,0.33,0.19,0.47,0.14,0.26,0.34
icescrum.csv,0.1,0.06,0.24,0.08,0.05,0.09,0.14,0.03,0.17,0.18,0.14,0.0,0.09,0.42,0.0,0.11,0.37,0.02,0.06,0.0
jbasic.csv,0.16,0.16,0.18,0.2,0.08,0.09,0.17,0.23,0.19,0.02,0.26,0.24,0.08,0.19,0.0,0.27,0.17,0.11,0.19,0.09
jgnash.csv,0.31,0.12,0.26,0.12,0.11,0.54,0.46,0.0,0.01,0.09,0.29,0.21,0.39,0.17,0.08,0.49,0.1,0.12,0.19,0.81
jrefactory.csv,0.28,0.25,0.0,0.3,0.32,0.49,0.34,0.11,0.39,0.5,0.14,0.21,0.38,0.25,0.33,0.22,0.3,0.06,0.13,0.22
jsecurity.csv,0.16,0.1,0.24,0.0,0.34,0.37,0.19,0.4,0.34,0.09,0.12,0.16,0.27,0.32,0.54,0.32,0.3,0.41,0.13,0.25
libopenmetaverse.csv,0.91,0.78,0.89,0.91,0.66,0.0,0.79,0.8,0.89,1.0,0.84,0.55,0.64,0.94,0.71,0.84,0.8,0.62,0.58,0.41
mobicents.csv,0.29,0.34,0.53,0.31,0.26,0.23,0.01,0.2,0.41,0.41,0.21,0.11,0.31,0.45,0.17,0.35,0.53,0.15,0.06,0.22
mp-rechnungs-und-kundenverwaltung.csv,0.22,0.16,0.13,0.31,0.32,0.23,0.21,0.06,0.17,0.08,0.33,0.39,0.25,0.0,0.21,0.3,0.43,0.21,0.51,0.28
opendvr.csv,0.69,0.48,0.39,0.56,0.63,0.6,0.42,0.6,0.52,0.76,0.48,0.29,0.29,0.5,0.29,0.51,0.57,0.62,0.0,0.47
openefm.csv,0.69,0.0,0.34,0.17,0.26,0.63,0.35,0.2,0.46,0.38,0.57,0.18,0.31,0.52,0.42,0.68,0.5,0.32,0.08,0.5
sidekar.csv,0.41,0.22,0.66,0.28,0.03,0.49,0.34,0.57,0.54,0.2,0.4,0.13,0.35,0.56,0.12,0.43,0.63,0.29,0.38,0.38
wheat.csv,0.4,0.28,0.42,0.49,0.16,0.54,0.39,0.34,0.36,0.38,0.38,0.18,0.39,0.27,0.0,0.16,0.47,0.35,0.08,0.38
wsmt.csv,0.31,0.43,0.21,0.16,0.18,0.26,0.31,0.2,0.28,0.24,0.4,0.37,0.4,0.13,0.12,0.35,0.0,0.3,0.47,0.03
yarp0.csv,0.73,0.33,0.58,0.56,0.42,0.26,0.54,0.06,0.34,0.32,0.48,0.0,0.56,0.52,0.12,0.59,0.6,0.44,0.0,0.19
