,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.24,0.46,0.3,0.17,0.64,0.85,0.61,0.48,0.35,0.27,0.47,0.5,0.41,0.27,0.66,0.57,0.56,0.57,0.46
elvishrayrenderer.csv,0.54,0.54,0.0,0.74,0.41,0.66,0.47,0.69,0.7,0.52,0.41,0.56,0.38,0.47,0.48,0.47,0.46,0.74,0.74
graphmak.csv,0.36,0.41,0.0,0.69,0.09,0.36,0.44,0.54,0.63,0.59,0.39,0.59,0.0,0.64,0.34,0.37,0.25,0.37,0.22
jmol.csv,0.26,0.0,0.0,0.25,0.65,0.57,0.29,0.2,0.5,0.42,0.68,0.41,0.59,0.74,0.0,0.46,0.0,0.47,0.66
mesa3d.csv,0.37,0.64,0.02,0.1,0.57,0.18,0.1,0.47,0.27,0.73,0.53,0.3,0.33,0.17,0.68,0.6,0.55,0.35,0.48
minig.csv,0.39,0.31,0.0,0.24,0.44,0.73,0.0,0.37,0.2,0.24,0.0,0.68,0.0,0.56,0.39,0.38,0.31,0.47,0.39
moving-pictures.csv,0.56,0.68,0.06,0.66,0.66,0.51,0.38,0.09,0.68,0.55,0.57,0.52,0.63,0.57,0.23,0.63,0.15,0.57,0.49
ngl.csv,0.57,0.0,0.0,0.74,0.61,0.6,0.63,0.64,0.55,0.63,0.41,0.57,0.52,0.09,0.28,0.63,0.29,0.6,0.53
nunit.csv,0.5,0.51,0.33,0.51,0.44,0.66,0.0,0.58,0.55,0.09,0.52,0.56,0.43,0.48,0.31,0.44,0.34,0.64,0.52
octave.csv,0.42,0.24,0.23,0.19,0.59,0.1,0.44,0.21,0.41,0.23,0.52,0.43,0.56,0.18,0.3,0.26,0.19,0.5,0.28
opengs.csv,0.39,0.69,0.0,0.51,0.11,0.35,0.52,0.52,0.77,0.67,0.17,0.47,0.43,0.52,0.56,0.32,0.48,0.55,0.55
owlib.csv,0.72,0.62,0.61,0.71,0.68,0.63,0.5,0.66,0.53,0.63,0.6,0.64,0.63,0.52,0.6,0.55,0.64,0.6,0.69
prelude.csv,0.05,0.0,0.79,0.0,0.35,0.64,0.71,0.09,0.24,0.17,0.0,0.44,0.13,0.2,0.66,0.43,0.61,0.32,0.47
tokratan.csv,0.59,0.57,0.34,0.46,0.21,0.51,0.7,0.72,0.65,0.69,0.52,0.47,0.45,0.69,0.61,0.55,0.51,0.62,0.59
xfce.csv,0.62,0.68,0.55,0.6,0.54,0.65,0.54,0.65,0.65,0.49,0.63,0.63,0.51,0.19,0.67,0.6,0.55,0.71,0.52
xharbour.csv,0.05,0.79,0.37,0.59,0.51,0.64,0.68,0.6,0.0,0.43,0.0,0.44,0.55,0.28,0.61,0.54,0.34,0.57,0.63
zabbix.csv,0.52,0.65,0.2,0.53,0.26,0.53,0.51,0.46,0.6,0.54,0.31,0.58,0.17,0.56,0.56,0.62,0.44,0.49,0.63
zengine.csv,0.05,0.63,0.67,0.09,0.05,0.39,0.87,0.21,0.35,0.0,0.33,0.24,0.0,0.48,0.56,0.24,0.67,0.4,0.0
zildo.csv,0.6,0.0,0.64,0.37,0.49,0.64,0.59,0.7,0.07,0.57,0.55,0.39,0.33,0.65,0.6,0.43,0.6,0.34,0.58
