,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.41,0.59,0.69,0.41,0.47,0.5,0.42,0.38,0.36,0.4,0.35,0.41,0.29,0.37,0.43,0.45,0.48,0.37,0.4
elvishrayrenderer.csv,0.51,0.47,0.52,0.34,0.37,0.45,0.5,0.33,0.37,0.48,0.36,0.6,0.35,0.56,0.6,0.57,0.66,0.52,0.41
graphmak.csv,0.45,0.97,0.55,0.53,0.4,0.73,0.88,0.46,0.42,0.61,0.4,0.51,0.29,0.53,0.99,0.5,0.88,0.97,0.5
jmol.csv,0.42,0.39,0.5,0.47,0.47,0.61,0.48,0.41,0.64,0.5,0.43,0.43,0.38,0.56,0.47,0.47,0.45,0.45,0.33
mesa3d.csv,0.71,0.31,0.0,0.75,0.58,0.83,0.67,0.57,0.62,0.5,0.51,0.95,0.73,0.8,0.37,0.46,0.47,0.97,0.36
minig.csv,0.57,0.97,0.49,0.64,0.52,0.48,0.5,0.62,0.75,0.7,0.33,0.44,0.3,0.66,0.85,0.6,0.99,0.81,0.54
moving-pictures.csv,0.5,0.29,0.5,0.35,0.41,0.58,0.44,0.39,0.42,0.48,0.44,0.44,0.48,0.47,0.78,0.4,0.97,0.43,0.33
ngl.csv,0.48,0.41,0.49,0.38,0.51,0.61,0.5,0.41,0.37,0.45,0.35,0.35,0.33,0.37,0.77,0.5,0.77,0.4,0.42
nunit.csv,0.53,0.47,0.5,0.5,0.48,0.48,0.48,0.4,0.44,0.9,0.41,0.55,0.36,0.97,0.99,0.73,0.98,0.61,0.7
octave.csv,0.7,0.9,0.88,0.79,0.59,0.95,0.48,0.83,0.36,0.69,0.6,0.62,0.45,0.95,0.98,0.8,0.96,0.53,0.79
opengs.csv,0.76,0.36,0.0,0.57,0.9,0.84,0.53,0.48,0.55,0.56,0.95,0.51,0.6,0.46,0.46,0.62,0.53,0.47,0.38
owlib.csv,0.38,0.29,0.35,0.3,0.38,0.36,0.36,0.33,0.38,0.47,0.32,0.45,0.29,0.46,0.33,0.37,0.34,0.4,0.26
prelude.csv,0.39,0.4,0.42,0.39,0.35,0.5,0.39,0.38,0.36,0.43,0.33,0.37,0.3,0.34,0.42,0.44,0.41,0.34,0.34
tokratan.csv,0.49,0.36,0.5,0.45,0.95,0.47,0.51,0.39,0.66,0.68,0.44,0.53,0.42,0.68,0.44,0.51,0.44,0.45,0.4
xfce.csv,0.47,0.34,0.68,0.31,0.45,0.52,0.41,0.37,0.39,0.54,0.41,0.38,0.33,0.36,0.41,0.47,0.45,0.43,0.37
xharbour.csv,0.4,0.36,0.72,0.41,0.53,0.64,0.49,0.41,0.36,0.42,0.34,0.36,0.43,0.39,0.47,0.49,0.46,0.41,0.4
zabbix.csv,0.52,0.39,0.88,0.57,0.67,0.63,0.6,0.54,0.55,0.51,0.85,0.53,0.9,0.78,0.42,0.49,0.49,0.57,0.42
zengine.csv,0.4,0.38,0.44,0.39,0.39,0.56,0.44,0.37,0.36,0.41,0.33,0.35,0.29,0.37,0.43,0.45,0.4,0.39,0.37
zildo.csv,0.37,0.38,0.5,0.41,0.65,0.42,0.65,0.42,0.88,0.74,0.43,0.78,0.67,0.43,0.4,0.56,0.41,0.63,0.33
