,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.12,0.0,0.23,0.08,0.09,0.7,0.11,0.14,0.84,0.25,0.09,0.13,1.0
badtrinity-zero.csv,0.82,0.21,0.67,0.81,0.29,0.48,0.84,0.82,0.48,0.25,0.64,0.77,0.6
betoffice.csv,0.94,0.89,0.92,0.67,0.64,0.35,0.58,0.45,0.76,0.75,0.86,0.84,0.6
exordium.csv,0.29,0.11,0.38,0.39,0.33,0.74,0.79,0.84,0.36,0.75,0.33,0.58,1.0
fltk.csv,0.94,0.42,0.49,0.68,0.27,0.83,0.74,0.67,0.96,1.0,0.61,0.45,1.0
gabel.csv,0.59,0.11,0.35,0.36,0.11,0.7,0.84,0.59,0.56,0.88,0.65,0.45,1.0
genoviz.csv,0.41,0.05,0.22,0.16,0.09,0.35,0.21,0.18,0.2,0.75,0.16,0.03,1.0
irrlicht.csv,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.72,1.0,1.0
nug.csv,0.82,0.47,0.47,0.39,0.87,0.87,0.37,0.16,0.96,1.0,0.6,0.9,1.0
rezilla.csv,0.94,0.84,0.77,0.16,0.42,0.09,0.37,0.55,0.36,0.12,0.36,0.58,0.2
toped.csv,0.88,0.95,0.63,0.95,0.51,0.87,0.89,0.82,0.84,1.0,0.75,0.35,1.0
xmemcached.csv,0.59,1.0,0.62,0.62,0.73,0.74,0.89,0.71,0.8,1.0,0.72,0.84,1.0
zoolib.csv,0.47,0.16,0.35,0.47,0.42,0.74,0.84,0.69,0.8,0.62,0.51,0.68,0.8
